Age,Gender,Location,Income,Debt,Owns Property,Profession,Demographics,Platform,Total Time Spent,Number of Sessions,Video Category,Video Length,Time Spent On Video,Number of Videos Watched,Scroll Rate,Frequency,ProductivityLoss,Satisfaction,Watch Reason,DeviceType,OS,Watch Time,Self Control,Addiction Level,CurrentActivity,ConnectionType
58,Female,Philippines,91678,True,True,Engineer,Rural,Instagram,75,18,Trends,13,29,11,3,Evening,6,4,Boredom,Tablet,Android,3:45 PM,8,2,Commuting,Mobile Data
53,Male,Pakistan,32109,False,True,Waiting staff,Rural,Facebook,100,16,Pranks,11,16,20,69,Morning,8,2,Boredom,Tablet,Android,9:15 AM,10,0,At work,Wi-Fi
50,Female,Germany,42010,False,True,Students,Rural,YouTube,173,8,Entertainment,17,1,1,73,Afternoon,5,5,Habit,Smartphone,Android,6:05 PM,7,3,Commuting,Wi-Fi
21,Female,Philippines,28787,False,True,Waiting staff,Rural,TikTok,120,11,Vlogs,21,17,27,7,Afternoon,5,5,Entertainment,Smartphone,iOS,6:05 PM,7,3,At home,Mobile Data
50,Male,Barzil,28472,False,False,Engineer,Urban,Facebook,132,10,Vlogs,15,26,3,60,Afternoon,5,5,Habit,Smartphone,iOS,6:05 PM,7,3,At home,Mobile Data
31,Male,Indonesia,43383,False,True,Cashier,Rural,TikTok,202,12,Jokes/Memes,14,21,12,4,Afternoon,5,5,Boredom,Computer,Android,6:05 PM,7,3,At school,Mobile Data
38,Other,Indonesia,81709,True,False,Waiting staff,Rural,TikTok,108,6,Gaming,10,29,30,5,Evening,6,4,Boredom,Smartphone,iOS,3:45 PM,8,2,At home,Mobile Data
37,Other,United States,89785,True,True,Artist,Rural,TikTok,168,5,Jokes/Memes,12,14,9,11,Evening,6,4,Boredom,Smartphone,iOS,3:45 PM,8,2,At work,Mobile Data
25,Male,Indonesia,54518,True,False,Waiting staff,Rural,Facebook,112,9,Life Hacks,16,19,37,15,Night,3,7,Habit,Computer,iOS,8:30 PM,5,5,At school,Mobile Data
24,Female,Vietnam,73909,True,True,driver,Rural,YouTube,290,16,Entertainment,15,21,1,64,Evening,6,4,Habit,Smartphone,Android,3:45 PM,8,2,At work,Wi-Fi
20,Male,Japan,38351,False,False,Students,Rural,TikTok,52,14,Trends,10,21,42,98,Morning,8,2,Entertainment,Smartphone,Android,9:15 AM,10,0,At home,Wi-Fi
34,Female,Pakistan,89624,True,True,Engineer,Rural,YouTube,93,8,Jokes/Memes,4,17,49,13,Afternoon,5,5,Habit,Computer,Android,6:05 PM,7,3,At work,Mobile Data
50,Male,Japan,73330,True,False,Manager,Rural,YouTube,200,19,Jokes/Memes,27,14,4,7,Morning,8,2,Entertainment,Smartphone,iOS,9:15 AM,10,0,At home,Mobile Data
29,Female,Pakistan,35282,False,True,driver,Rural,Instagram,60,14,Trends,23,8,15,6,Night,3,7,Habit,Smartphone,Windows,8:30 PM,5,5,At school,Wi-Fi
39,Female,Mexico,41778,False,False,Manager,Rural,Facebook,219,7,Trends,29,21,27,56,Night,3,7,Habit,Smartphone,Android,8:30 PM,5,5,At work,Mobile Data
39,Other,Pakistan,44264,False,True,Students,Urban,Facebook,135,5,Jokes/Memes,9,21,8,64,Night,3,7,Habit,Smartphone,Android,8:30 PM,5,5,At home,Mobile Data
63,Female,Japan,79675,True,False,Waiting staff,Rural,Instagram,78,18,Jokes/Memes,21,9,23,50,Evening,6,4,Boredom,Computer,MacOS,3:45 PM,8,2,At school,Mobile Data
47,Male,Philippines,25075,False,True,Engineer,Rural,Instagram,274,2,Entertainment,20,8,15,30,Night,3,7,Procrastination,Smartphone,iOS,8:30 PM,5,5,At home,Mobile Data
55,Female,Pakistan,95948,True,False,Teacher,Rural,YouTube,267,11,Gaming,9,13,27,22,Night,3,7,Entertainment,Computer,MacOS,8:30 PM,5,5,At work,Mobile Data
55,Other,Mexico,68454,True,True,driver,Rural,TikTok,197,8,Jokes/Memes,21,17,31,25,Afternoon,5,5,Boredom,Smartphone,MacOS,6:05 PM,7,3,At school,Wi-Fi
62,Male,Mexico,48365,False,False,Students,Rural,Facebook,239,1,Entertainment,25,19,39,28,Night,3,7,Habit,Smartphone,Android,8:30 PM,5,5,At work,Mobile Data
25,Other,India,92766,True,True,Waiting staff,Rural,TikTok,198,12,Entertainment,24,28,47,84,Afternoon,5,5,Boredom,Smartphone,MacOS,6:05 PM,7,3,At work,Wi-Fi
44,Male,Pakistan,68200,True,True,driver,Urban,TikTok,19,2,Entertainment,20,7,8,39,Afternoon,5,5,Entertainment,Smartphone,MacOS,6:05 PM,7,3,At school,Mobile Data
44,Female,Germany,31002,False,True,Students,Rural,Instagram,123,18,Life Hacks,11,17,30,67,Morning,8,2,Entertainment,Smartphone,MacOS,9:15 AM,10,0,At school,Mobile Data
51,Male,United States,33947,False,True,Engineer,Rural,TikTok,85,7,Gaming,11,1,42,5,Afternoon,5,5,Entertainment,Tablet,Android,6:05 PM,7,3,At home,Mobile Data
38,Male,United States,99222,True,False,Artist,Urban,YouTube,173,17,Comedy,7,5,18,65,Evening,6,4,Habit,Smartphone,Android,3:45 PM,8,2,Commuting,Mobile Data
47,Other,India,98610,True,True,driver,Urban,Instagram,94,14,Trends,21,25,4,15,Evening,6,4,Habit,Smartphone,iOS,3:45 PM,8,2,Commuting,Mobile Data
50,Male,Mexico,72142,True,False,Manager,Urban,TikTok,58,7,ASMR,10,6,47,90,Afternoon,5,5,Entertainment,Smartphone,Windows,6:05 PM,7,3,At school,Wi-Fi
45,Female,India,76307,True,True,Manager,Urban,Instagram,186,3,Gaming,4,26,43,67,Night,3,7,Habit,Computer,MacOS,8:30 PM,5,5,At work,Mobile Data
64,Male,United States,24493,False,False,Students,Rural,YouTube,227,6,Gaming,5,2,22,40,Night,3,7,Entertainment,Tablet,MacOS,8:30 PM,5,5,At school,Mobile Data
50,Male,Vietnam,70085,True,True,Manager,Rural,YouTube,198,2,ASMR,5,27,3,98,Afternoon,5,5,Boredom,Smartphone,Android,6:05 PM,7,3,Commuting,Mobile Data
22,Male,Barzil,54228,True,False,Students,Rural,TikTok,239,17,Gaming,11,25,15,69,Night,3,7,Habit,Smartphone,Windows,8:30 PM,5,5,At home,Mobile Data
36,Other,Pakistan,99676,True,True,Students,Rural,Instagram,264,12,Jokes/Memes,9,16,35,95,Afternoon,5,5,Habit,Tablet,Android,6:05 PM,7,3,At work,Mobile Data
21,Other,Japan,71875,True,False,driver,Rural,TikTok,245,12,Jokes/Memes,28,22,47,77,Afternoon,5,5,Entertainment,Smartphone,iOS,6:05 PM,7,3,At school,Wi-Fi
52,Male,India,51655,True,True,Waiting staff,Rural,TikTok,35,17,Life Hacks,16,5,38,43,Afternoon,5,5,Entertainment,Tablet,iOS,6:05 PM,7,3,At work,Mobile Data
34,Other,India,63472,True,False,Students,Rural,Instagram,81,10,Vlogs,9,5,33,1,Afternoon,5,5,Habit,Smartphone,Windows,6:05 PM,7,3,At work,Mobile Data
61,Female,United States,69437,True,True,Waiting staff,Rural,TikTok,270,3,ASMR,22,12,14,22,Evening,6,4,Entertainment,Smartphone,iOS,3:45 PM,8,2,At school,Mobile Data
45,Female,Pakistan,69416,True,False,driver,Rural,YouTube,263,18,ASMR,4,3,48,62,Night,3,7,Boredom,Smartphone,Android,8:30 PM,5,5,At work,Mobile Data
47,Female,India,79711,True,True,Teacher,Rural,Instagram,280,13,Trends,2,16,1,79,Afternoon,5,5,Boredom,Tablet,Android,6:05 PM,7,3,Commuting,Mobile Data
46,Male,Barzil,26816,False,False,Students,Urban,Instagram,132,12,ASMR,14,6,49,26,Night,3,7,Procrastination,Tablet,Android,8:30 PM,5,5,At school,Mobile Data
63,Male,India,97175,True,True,Labor/Worker,Rural,Instagram,153,17,Gaming,3,15,26,18,Evening,6,4,Entertainment,Tablet,Android,3:45 PM,8,2,At home,Mobile Data
23,Female,United States,84307,True,False,Students,Rural,Instagram,266,4,Life Hacks,18,15,8,48,Night,3,7,Boredom,Smartphone,iOS,8:30 PM,5,5,At home,Wi-Fi
52,Male,India,66733,True,True,Labor/Worker,Rural,TikTok,153,10,Gaming,21,29,16,9,Evening,6,4,Habit,Smartphone,Windows,3:45 PM,8,2,At school,Mobile Data
58,Male,India,31240,False,True,Engineer,Rural,TikTok,268,11,Life Hacks,6,16,38,1,Morning,8,2,Boredom,Computer,iOS,9:15 AM,10,0,At school,Mobile Data
54,Other,Vietnam,91363,True,True,Students,Urban,YouTube,56,6,Entertainment,11,20,10,9,Morning,8,2,Entertainment,Tablet,iOS,9:15 AM,10,0,At school,Mobile Data
41,Female,India,52762,True,True,Cashier,Urban,Facebook,22,6,ASMR,21,13,42,23,Morning,8,2,Habit,Computer,iOS,9:15 AM,10,0,Commuting,Mobile Data
46,Male,India,28259,False,False,driver,Urban,Facebook,217,9,Vlogs,18,12,37,45,Evening,6,4,Entertainment,Smartphone,Android,3:45 PM,8,2,At school,Wi-Fi
63,Female,Barzil,70139,True,True,Labor/Worker,Rural,YouTube,244,15,Entertainment,12,10,26,2,Evening,6,4,Boredom,Smartphone,MacOS,3:45 PM,8,2,At school,Mobile Data
48,Female,United States,34849,False,False,Engineer,Rural,Facebook,158,2,ASMR,5,14,28,14,Night,3,7,Boredom,Computer,Android,8:30 PM,5,5,At home,Wi-Fi
52,Male,India,74869,True,True,Students,Rural,YouTube,164,4,Life Hacks,9,2,12,38,Evening,6,4,Habit,Smartphone,Android,3:45 PM,8,2,At school,Wi-Fi
50,Other,Indonesia,83095,True,False,Waiting staff,Urban,TikTok,175,5,Comedy,20,29,20,40,Evening,6,4,Boredom,Tablet,iOS,3:45 PM,8,2,At school,Mobile Data
38,Female,United States,90910,True,True,Engineer,Rural,Instagram,99,17,Life Hacks,28,3,49,63,Morning,8,2,Boredom,Smartphone,Android,9:15 AM,10,0,At work,Wi-Fi
49,Male,India,43567,False,False,Labor/Worker,Rural,Instagram,195,8,Life Hacks,26,9,14,82,Night,3,7,Entertainment,Smartphone,MacOS,8:30 PM,5,5,At school,Mobile Data
40,Male,Vietnam,55292,True,True,driver,Rural,TikTok,183,8,Comedy,18,11,46,16,Morning,8,2,Habit,Tablet,Android,9:15 AM,10,0,At home,Wi-Fi
50,Male,Barzil,94813,True,False,Students,Rural,Instagram,226,12,Entertainment,19,11,35,93,Evening,6,4,Habit,Smartphone,Android,3:45 PM,8,2,At home,Wi-Fi
20,Other,Germany,71631,True,True,Manager,Rural,Instagram,273,8,Jokes/Memes,3,25,29,75,Afternoon,5,5,Habit,Tablet,Android,6:05 PM,7,3,At work,Mobile Data
35,Female,Pakistan,29885,False,False,Waiting staff,Rural,Facebook,106,19,Trends,9,22,12,6,Night,3,7,Habit,Computer,Android,8:30 PM,5,5,At work,Mobile Data
42,Female,Japan,79659,True,True,Teacher,Rural,TikTok,126,3,Trends,4,10,18,3,Night,3,7,Boredom,Smartphone,iOS,8:30 PM,5,5,At school,Wi-Fi
59,Male,Philippines,74306,True,False,Labor/Worker,Rural,Facebook,208,18,Jokes/Memes,17,26,44,14,Night,3,7,Boredom,Smartphone,Windows,8:30 PM,5,5,At home,Mobile Data
48,Female,Philippines,86314,True,True,Labor/Worker,Rural,Facebook,30,19,Entertainment,17,14,2,66,Evening,6,4,Entertainment,Smartphone,iOS,3:45 PM,8,2,At home,Mobile Data
20,Other,Japan,85087,True,False,Waiting staff,Rural,Instagram,209,19,Pranks,23,9,2,96,Morning,8,2,Habit,Smartphone,iOS,9:15 AM,10,0,At home,Mobile Data
57,Male,Japan,49165,False,True,Labor/Worker,Rural,Instagram,257,15,Trends,23,20,17,95,Night,3,7,Entertainment,Tablet,Windows,8:30 PM,5,5,At home,Mobile Data
63,Male,India,78929,True,False,Waiting staff,Rural,TikTok,285,6,Jokes/Memes,2,27,10,75,Evening,6,4,Boredom,Computer,Android,3:45 PM,8,2,At school,Wi-Fi
41,Male,India,87028,True,True,Students,Rural,Instagram,273,16,Jokes/Memes,9,21,18,86,Evening,6,4,Habit,Smartphone,Android,3:45 PM,8,2,At home,Mobile Data
49,Other,Barzil,69812,True,True,Students,Rural,Instagram,67,8,Trends,9,10,22,67,Afternoon,5,5,Entertainment,Tablet,Windows,6:05 PM,7,3,At work,Mobile Data
64,Male,United States,70500,True,True,Cashier,Rural,TikTok,40,16,Jokes/Memes,5,22,19,31,Evening,6,4,Procrastination,Smartphone,Android,3:45 PM,8,2,At home,Mobile Data
39,Female,India,99151,True,True,Teacher,Urban,Instagram,258,18,Jokes/Memes,15,29,1,33,Morning,8,2,Entertainment,Smartphone,iOS,9:15 AM,10,0,At school,Mobile Data
40,Female,India,78643,True,False,Engineer,Urban,Facebook,102,16,Trends,15,9,24,88,Evening,6,4,Boredom,Smartphone,Android,3:45 PM,8,2,At work,Wi-Fi
19,Male,Pakistan,64900,True,True,Cashier,Urban,TikTok,274,11,Entertainment,3,29,36,1,Afternoon,5,5,Boredom,Smartphone,Android,6:05 PM,7,3,At work,Mobile Data
44,Male,Indonesia,62946,True,False,Students,Urban,Instagram,280,7,Gaming,19,5,25,44,Night,3,7,Procrastination,Tablet,iOS,8:30 PM,5,5,At home,Mobile Data
59,Male,Philippines,27851,False,True,Students,Rural,YouTube,103,17,Jokes/Memes,28,8,36,15,Night,3,7,Boredom,Smartphone,Windows,8:30 PM,5,5,At school,Mobile Data
19,Female,Barzil,36288,False,False,Students,Urban,TikTok,163,17,Jokes/Memes,3,11,31,37,Night,3,7,Habit,Smartphone,iOS,8:30 PM,5,5,Commuting,Mobile Data
43,Male,Japan,92692,True,True,Labor/Worker,Rural,TikTok,294,12,Gaming,6,1,31,27,Evening,6,4,Entertainment,Tablet,Android,3:45 PM,8,2,At work,Wi-Fi
34,Male,India,87580,True,False,driver,Rural,YouTube,89,13,Gaming,4,21,2,48,Evening,6,4,Entertainment,Smartphone,Android,3:45 PM,8,2,At home,Mobile Data
57,Female,Germany,27368,False,True,Labor/Worker,Rural,Instagram,93,10,Life Hacks,24,10,19,27,Afternoon,5,5,Habit,Tablet,iOS,6:05 PM,7,3,At home,Wi-Fi
50,Male,Barzil,66403,True,False,Students,Urban,Instagram,46,7,Entertainment,13,1,12,12,Evening,6,4,Boredom,Computer,Android,3:45 PM,8,2,Commuting,Mobile Data
26,Female,Mexico,29168,False,True,Waiting staff,Urban,TikTok,241,14,Pranks,27,26,10,67,Morning,8,2,Habit,Tablet,iOS,9:15 AM,10,0,At home,Mobile Data
60,Other,Vietnam,69879,True,False,Teacher,Urban,TikTok,102,1,Gaming,13,22,31,30,Night,3,7,Boredom,Smartphone,Android,8:30 PM,5,5,At school,Wi-Fi
56,Female,India,79871,True,True,Waiting staff,Rural,Instagram,111,17,Jokes/Memes,27,7,45,96,Morning,8,2,Entertainment,Smartphone,iOS,9:15 AM,10,0,At work,Wi-Fi
46,Other,United States,52174,True,False,Labor/Worker,Rural,Instagram,175,4,Pranks,11,28,22,87,Afternoon,5,5,Entertainment,Smartphone,MacOS,6:05 PM,7,3,At school,Mobile Data
59,Female,Pakistan,26581,False,True,Students,Urban,Facebook,168,5,Pranks,5,14,23,66,Night,3,7,Habit,Tablet,Android,8:30 PM,5,5,At school,Wi-Fi
43,Female,Indonesia,91853,True,False,driver,Rural,TikTok,23,7,Jokes/Memes,1,5,23,7,Morning,8,2,Habit,Smartphone,Android,9:15 AM,10,0,At school,Mobile Data
52,Other,Pakistan,84046,True,True,Waiting staff,Urban,TikTok,234,10,Jokes/Memes,9,17,15,34,Afternoon,5,5,Habit,Tablet,Android,6:05 PM,7,3,At school,Mobile Data
42,Male,Barzil,69678,True,False,Students,Rural,YouTube,82,17,Gaming,17,22,26,32,Evening,6,4,Habit,Computer,iOS,3:45 PM,8,2,At home,Wi-Fi
41,Male,Philippines,46649,False,True,Labor/Worker,Urban,Facebook,258,7,Gaming,22,26,3,39,Evening,6,4,Entertainment,Tablet,Android,3:45 PM,8,2,At work,Wi-Fi
30,Male,United States,34567,False,True,Labor/Worker,Rural,Instagram,100,1,Jokes/Memes,1,21,23,96,Evening,6,4,Habit,Tablet,Android,3:45 PM,8,2,At work,Mobile Data
24,Male,Mexico,81944,True,True,Students,Urban,Facebook,225,7,ASMR,3,6,20,43,Afternoon,5,5,Habit,Smartphone,MacOS,6:05 PM,7,3,At home,Mobile Data
53,Female,United States,98002,True,True,Students,Rural,Instagram,99,11,ASMR,15,16,45,43,Afternoon,5,5,Entertainment,Tablet,Android,6:05 PM,7,3,At work,Mobile Data
62,Male,India,48803,False,False,Students,Urban,Instagram,38,9,Trends,26,11,40,78,Evening,6,4,Entertainment,Smartphone,iOS,3:45 PM,8,2,At school,Mobile Data
37,Female,United States,38230,False,True,driver,Rural,Facebook,229,12,Life Hacks,21,10,39,3,Night,3,7,Habit,Smartphone,iOS,8:30 PM,5,5,At home,Mobile Data
18,Male,India,37862,False,False,Students,Rural,TikTok,224,3,Entertainment,26,15,8,46,Night,3,7,Boredom,Smartphone,Android,8:30 PM,5,5,At home,Wi-Fi
25,Male,Japan,63355,True,True,Manager,Urban,Instagram,230,4,Gaming,23,7,18,32,Night,3,7,Procrastination,Smartphone,Android,8:30 PM,5,5,At work,Mobile Data
63,Male,Mexico,51259,True,False,Labor/Worker,Rural,Facebook,51,4,ASMR,10,23,41,43,Night,3,7,Procrastination,Tablet,iOS,8:30 PM,5,5,At school,Wi-Fi
33,Male,India,50795,True,True,Labor/Worker,Rural,YouTube,144,13,Life Hacks,8,2,6,81,Evening,6,4,Habit,Computer,Android,3:45 PM,8,2,At work,Mobile Data
31,Female,Germany,28770,False,False,Labor/Worker,Urban,Facebook,51,19,Pranks,12,12,27,3,Evening,6,4,Boredom,Tablet,Android,3:45 PM,8,2,At home,Wi-Fi
29,Male,Indonesia,31093,False,True,Labor/Worker,Urban,YouTube,173,10,Jokes/Memes,25,19,36,74,Night,3,7,Boredom,Smartphone,Windows,8:30 PM,5,5,At home,Mobile Data
40,Male,Japan,66571,True,False,Students,Rural,Instagram,292,5,Vlogs,22,12,15,63,Evening,6,4,Boredom,Computer,iOS,3:45 PM,8,2,Commuting,Wi-Fi
32,Male,Barzil,20193,False,True,Manager,Rural,Facebook,67,7,Jokes/Memes,15,16,37,40,Night,3,7,Habit,Computer,Android,8:30 PM,5,5,At home,Mobile Data
45,Other,United States,37569,False,False,driver,Urban,Facebook,34,16,Pranks,27,6,5,18,Evening,6,4,Boredom,Smartphone,Android,3:45 PM,8,2,At home,Wi-Fi
51,Female,Philippines,31190,False,True,Waiting staff,Rural,YouTube,82,1,Life Hacks,9,3,39,67,Night,3,7,Habit,Smartphone,iOS,8:30 PM,5,5,At home,Mobile Data
19,Other,India,82824,True,False,Labor/Worker,Rural,Facebook,138,12,Entertainment,24,2,9,62,Night,3,7,Habit,Tablet,Android,8:30 PM,5,5,At home,Mobile Data
49,Other,Vietnam,62752,True,True,Waiting staff,Rural,Facebook,96,2,Vlogs,25,20,7,10,Morning,8,2,Habit,Computer,iOS,9:15 AM,10,0,At home,Wi-Fi
40,Male,India,52327,True,False,Labor/Worker,Rural,Instagram,162,7,Gaming,10,5,41,52,Morning,8,2,Habit,Tablet,Android,7:45 AM,10,0,At home,Mobile Data
39,Male,Vietnam,62070,True,True,Students,Rural,Facebook,191,11,Vlogs,20,11,20,73,Afternoon,5,5,Procrastination,Computer,Windows,7:25 PM,7,3,At home,Mobile Data
42,Female,United States,60197,True,False,driver,Rural,TikTok,134,13,Life Hacks,9,26,10,46,Afternoon,5,5,Boredom,Smartphone,iOS,7:25 PM,7,3,At work,Mobile Data
39,Female,Vietnam,22261,False,True,Students,Urban,YouTube,76,2,Gaming,15,25,26,55,Afternoon,5,5,Boredom,Smartphone,iOS,7:25 PM,7,3,At school,Mobile Data
39,Female,Germany,46512,False,True,Engineer,Rural,Facebook,15,7,Vlogs,23,3,4,46,Afternoon,5,5,Procrastination,Smartphone,iOS,7:25 PM,7,3,At home,Mobile Data
59,Male,United States,26716,False,True,Students,Urban,YouTube,134,15,Entertainment,21,3,38,75,Evening,6,4,Boredom,Tablet,Android,3:55 PM,8,2,At home,Mobile Data
23,Male,Mexico,48933,False,True,Engineer,Rural,YouTube,62,11,Pranks,21,22,24,60,Morning,8,2,Boredom,Tablet,Android,7:45 AM,10,0,At school,Mobile Data
32,Female,Indonesia,24378,False,False,driver,Rural,YouTube,75,2,Life Hacks,1,5,14,97,Evening,6,4,Procrastination,Tablet,Android,3:55 PM,8,2,At home,Mobile Data
60,Male,Mexico,60583,True,True,Cashier,Rural,Facebook,91,7,Entertainment,2,22,41,26,Night,3,7,Habit,Computer,Android,11:30 PM,5,5,At work,Wi-Fi
54,Male,India,49033,False,False,driver,Rural,Facebook,96,4,Entertainment,26,23,1,27,Evening,6,4,Boredom,Smartphone,MacOS,3:55 PM,8,2,At work,Mobile Data
50,Other,India,44000,False,True,Engineer,Urban,YouTube,11,11,Jokes/Memes,19,11,17,38,Night,3,7,Procrastination,Tablet,iOS,11:30 PM,5,5,At work,Mobile Data
25,Male,Indonesia,95868,True,False,Waiting staff,Rural,TikTok,213,2,Jokes/Memes,14,3,45,22,Night,3,7,Habit,Computer,Android,11:30 PM,5,5,At home,Mobile Data
61,Male,Vietnam,62604,True,True,Students,Urban,YouTube,159,16,Vlogs,8,13,24,26,Morning,8,2,Entertainment,Smartphone,iOS,7:45 AM,10,0,At home,Mobile Data
61,Male,Philippines,88336,True,False,Waiting staff,Rural,TikTok,112,7,Trends,6,21,27,86,Afternoon,5,5,Entertainment,Smartphone,Android,7:25 PM,7,3,At work,Mobile Data
22,Female,Pakistan,93869,True,True,Students,Urban,YouTube,33,13,ASMR,12,8,7,69,Evening,6,4,Habit,Smartphone,Android,3:55 PM,8,2,At home,Mobile Data
56,Male,India,25410,False,False,Waiting staff,Rural,Instagram,221,5,Gaming,26,20,9,35,Morning,8,2,Boredom,Tablet,Android,7:45 AM,10,0,At school,Mobile Data
21,Female,Indonesia,76044,True,True,Manager,Rural,YouTube,74,17,ASMR,27,10,43,66,Night,3,7,Boredom,Smartphone,Android,11:30 PM,5,5,Commuting,Mobile Data
23,Female,Indonesia,83315,True,False,Students,Urban,YouTube,218,12,ASMR,29,2,35,99,Evening,6,4,Habit,Smartphone,Android,3:55 PM,8,2,At school,Mobile Data
62,Male,India,91344,True,True,Teacher,Rural,Facebook,260,19,Jokes/Memes,15,4,12,73,Afternoon,5,5,Boredom,Smartphone,iOS,7:25 PM,7,3,Commuting,Mobile Data
49,Male,Barzil,26796,False,False,Labor/Worker,Urban,TikTok,126,7,Life Hacks,14,18,21,51,Night,3,7,Habit,Smartphone,iOS,11:30 PM,5,5,Commuting,Wi-Fi
47,Male,Vietnam,74245,True,True,Students,Urban,Instagram,125,6,Vlogs,21,19,3,18,Morning,8,2,Habit,Smartphone,Android,7:45 AM,10,0,At school,Wi-Fi
64,Male,India,63056,True,False,Students,Urban,TikTok,246,8,Entertainment,29,4,15,43,Evening,6,4,Boredom,Smartphone,Android,3:55 PM,8,2,At school,Mobile Data
52,Male,Indonesia,37709,False,True,Engineer,Rural,Instagram,114,13,Gaming,1,20,21,12,Morning,8,2,Boredom,Tablet,Windows,7:45 AM,10,0,Commuting,Wi-Fi
57,Male,India,78557,True,False,Waiting staff,Rural,YouTube,268,5,Pranks,28,26,10,3,Night,3,7,Entertainment,Tablet,iOS,11:30 PM,5,5,At home,Mobile Data
33,Male,India,37543,False,True,Waiting staff,Rural,Facebook,55,2,Jokes/Memes,11,9,33,82,Evening,6,4,Procrastination,Smartphone,Windows,3:55 PM,8,2,At work,Mobile Data
30,Male,India,57418,True,True,Waiting staff,Rural,Facebook,225,9,Comedy,28,16,46,7,Evening,6,4,Habit,Smartphone,Android,3:55 PM,8,2,At work,Mobile Data
59,Female,Barzil,36724,False,True,Artist,Urban,TikTok,33,11,Pranks,25,26,6,97,Night,3,7,Boredom,Smartphone,Android,11:30 PM,5,5,At school,Mobile Data
47,Male,United States,23828,False,True,Waiting staff,Rural,Facebook,44,6,ASMR,3,6,2,6,Evening,6,4,Habit,Computer,Android,3:55 PM,8,2,At home,Wi-Fi
36,Male,Mexico,37087,False,False,Engineer,Rural,TikTok,33,7,Trends,19,25,29,82,Evening,6,4,Entertainment,Smartphone,iOS,3:55 PM,8,2,Commuting,Wi-Fi
34,Male,Indonesia,32605,False,True,Teacher,Urban,TikTok,37,7,Vlogs,18,4,40,45,Evening,6,4,Boredom,Computer,Android,3:55 PM,8,2,At work,Wi-Fi
36,Female,Vietnam,51337,True,False,Artist,Rural,Instagram,25,19,Pranks,20,9,33,86,Evening,6,4,Habit,Smartphone,Android,3:55 PM,8,2,At work,Mobile Data
45,Male,Pakistan,25482,False,True,Labor/Worker,Rural,TikTok,68,6,Trends,28,27,4,39,Night,3,7,Boredom,Smartphone,Android,11:30 PM,5,5,At home,Wi-Fi
43,Female,United States,85333,True,False,Students,Rural,Instagram,252,11,Comedy,2,13,4,51,Evening,6,4,Boredom,Smartphone,Android,3:55 PM,8,2,At home,Mobile Data
54,Female,United States,70952,True,True,Waiting staff,Urban,Facebook,216,11,Gaming,29,9,29,9,Afternoon,5,5,Habit,Smartphone,MacOS,7:25 PM,7,3,At work,Wi-Fi
43,Male,Philippines,25463,False,False,Students,Rural,TikTok,280,7,Comedy,25,6,37,99,Night,3,7,Entertainment,Tablet,Android,11:30 PM,5,5,At work,Wi-Fi
40,Other,Philippines,90448,True,True,Engineer,Rural,TikTok,258,2,Life Hacks,28,21,20,23,Evening,6,4,Habit,Smartphone,Android,3:55 PM,8,2,At home,Wi-Fi
26,Other,Japan,24648,False,False,Students,Rural,YouTube,276,19,Vlogs,26,19,41,12,Morning,8,2,Boredom,Tablet,Android,7:45 AM,10,0,At home,Wi-Fi
29,Female,Barzil,53623,True,True,Labor/Worker,Urban,TikTok,202,4,Trends,7,14,23,88,Night,3,7,Boredom,Smartphone,MacOS,11:30 PM,5,5,At school,Mobile Data
18,Female,Pakistan,79156,True,False,Students,Urban,TikTok,227,6,Pranks,8,21,45,62,Afternoon,6,4,Entertainment,Tablet,Android,7:25 PM,8,2,At school,Wi-Fi
18,Male,Japan,55634,True,True,Students,Rural,YouTube,124,17,ASMR,19,15,18,73,Evening,7,3,Habit,Smartphone,Windows,3:55 PM,9,1,At work,Mobile Data
64,Male,Barzil,64602,True,False,Cashier,Rural,YouTube,77,5,Jokes/Memes,22,3,49,77,Night,2,8,Entertainment,Smartphone,iOS,11:30 PM,4,6,At school,Wi-Fi
51,Female,Vietnam,69334,True,True,Cashier,Urban,Facebook,84,7,Entertainment,15,5,25,40,Night,2,8,Entertainment,Smartphone,MacOS,11:30 PM,4,6,At work,Mobile Data
49,Male,India,88648,True,False,Labor/Worker,Rural,TikTok,112,9,Vlogs,10,21,1,54,Evening,7,3,Boredom,Smartphone,Android,3:55 PM,9,1,At school,Mobile Data
42,Male,Vietnam,42054,False,True,driver,Rural,Facebook,187,1,Pranks,22,18,15,81,Morning,9,1,Habit,Smartphone,Android,7:45 AM,10,0,At work,Mobile Data
57,Male,Mexico,90028,True,False,Manager,Rural,Facebook,224,1,Life Hacks,29,14,34,7,Evening,7,3,Boredom,Smartphone,Android,3:55 PM,9,1,At school,Mobile Data
62,Male,United States,42207,False,True,Students,Rural,YouTube,48,19,Life Hacks,1,16,48,17,Evening,7,3,Boredom,Tablet,Android,3:55 PM,9,1,At school,Mobile Data
18,Male,India,41386,False,True,Waiting staff,Rural,Instagram,268,6,Life Hacks,6,14,20,50,Night,2,8,Entertainment,Smartphone,Android,11:30 PM,4,6,At work,Mobile Data
33,Female,Philippines,79518,True,True,Labor/Worker,Rural,Facebook,213,18,Gaming,13,9,37,24,Morning,9,1,Entertainment,Smartphone,Android,7:45 AM,10,0,At home,Wi-Fi
