Age,Income,HasDebt,OwnsProperty,Profession,Demographics,Platform,MinutesSpent,NumSessions,Genre,VideoLength,VideoTime,NumVideos,TimeOfDay,ProductivityLoss,WatchReason,Device,OS,CurrentActivity,Connection,BinnedProdLoss
19,82824,True,False,Labor,Rural,Facebook,138,12,Entertainment,24,2,9,Night,3,Habit,Tablet,Android,Home,MobileData,Low
49,62752,True,True,WaitStaff,Rural,Facebook,96,2,Vlogs,25,20,7,Morning,8,Habit,Computer,iOS,Home,WiFi,High
40,52327,True,False,Labor,Rural,Instagram,162,7,Gaming,10,5,41,Morning,8,Habit,Tablet,Android,Home,MobileData,High
39,62070,True,True,Students,Rural,Facebook,191,11,Vlogs,20,11,20,Afternoon,5,Procrastination,Computer,Windows,Home,MobileData,Medium
42,60197,True,False,Driver,Rural,TikTok,134,13,LifeHacks,9,26,10,Afternoon,5,Boredom,Smartphone,iOS,Work,MobileData,Medium
39,22261,False,True,Students,Urban,YouTube,76,2,Gaming,15,25,26,Afternoon,5,Boredom,Smartphone,iOS,School,MobileData,Medium
39,46512,False,True,Engineer,Rural,Facebook,15,7,Vlogs,23,3,4,Afternoon,5,Procrastination,Smartphone,iOS,Home,MobileData,Medium
59,26716,False,True,Students,Urban,YouTube,134,15,Entertainment,21,3,38,Evening,6,Boredom,Tablet,Android,Home,MobileData,Medium
23,48933,False,True,Engineer,Rural,YouTube,62,11,Pranks,21,22,24,Morning,8,Boredom,Tablet,Android,School,MobileData,High
32,24378,False,False,Driver,Rural,YouTube,75,2,LifeHacks,1,5,14,Evening,6,Procrastination,Tablet,Android,Home,MobileData,Medium
60,60583,True,True,Cashier,Rural,Facebook,91,7,Entertainment,2,22,41,Night,3,Habit,Computer,Android,Work,WiFi,Low
54,49033,False,False,Driver,Rural,Facebook,96,4,Entertainment,26,23,1,Evening,6,Boredom,Smartphone,MacOS,Work,MobileData,Medium
50,44000,False,True,Engineer,Urban,YouTube,11,11,Memes,19,11,17,Night,3,Procrastination,Tablet,iOS,Work,MobileData,Low
25,95868,True,False,WaitStaff,Rural,TikTok,213,2,Memes,14,3,45,Night,3,Habit,Computer,Android,Home,MobileData,Low
61,62604,True,True,Students,Urban,YouTube,159,16,Vlogs,8,13,24,Morning,8,Entertainment,Smartphone,iOS,Home,MobileData,High
61,88336,True,False,WaitStaff,Rural,TikTok,112,7,Trends,6,21,27,Afternoon,5,Entertainment,Smartphone,Android,Work,MobileData,Medium
22,93869,True,True,Students,Urban,YouTube,33,13,ASMR,12,8,7,Evening,6,Habit,Smartphone,Android,Home,MobileData,Medium
56,25410,False,False,WaitStaff,Rural,Instagram,221,5,Gaming,26,20,9,Morning,8,Boredom,Tablet,Android,School,MobileData,High
21,76044,True,True,Manager,Rural,YouTube,74,17,ASMR,27,10,43,Night,3,Boredom,Smartphone,Android,Commuting,MobileData,Low
23,83315,True,False,Students,Urban,YouTube,218,12,ASMR,29,2,35,Evening,6,Habit,Smartphone,Android,School,MobileData,Medium
62,91344,True,True,Teacher,Rural,Facebook,260,19,Memes,15,4,12,Afternoon,5,Boredom,Smartphone,iOS,Commuting,MobileData,Medium
49,26796,False,False,Labor,Urban,TikTok,126,7,LifeHacks,14,18,21,Night,3,Habit,Smartphone,iOS,Commuting,WiFi,Low
47,74245,True,True,Students,Urban,Instagram,125,6,Vlogs,21,19,3,Morning,8,Habit,Smartphone,Android,School,WiFi,High
64,63056,True,False,Students,Urban,TikTok,246,8,Entertainment,29,4,15,Evening,6,Boredom,Smartphone,Android,School,MobileData,Medium
52,37709,False,True,Engineer,Rural,Instagram,114,13,Gaming,1,20,21,Morning,8,Boredom,Tablet,Windows,Commuting,WiFi,High
57,78557,True,False,WaitStaff,Rural,YouTube,268,5,Pranks,28,26,10,Night,3,Entertainment,Tablet,iOS,Home,MobileData,Low
33,37543,False,True,WaitStaff,Rural,Facebook,55,2,Memes,11,9,33,Evening,6,Procrastination,Smartphone,Windows,Work,MobileData,Medium
30,57418,True,True,WaitStaff,Rural,Facebook,225,9,Comedy,28,16,46,Evening,6,Habit,Smartphone,Android,Work,MobileData,Medium
59,36724,False,True,Artist,Urban,TikTok,33,11,Pranks,25,26,6,Night,3,Boredom,Smartphone,Android,School,MobileData,Low
47,23828,False,True,WaitStaff,Rural,Facebook,44,6,ASMR,3,6,2,Evening,6,Habit,Computer,Android,Home,WiFi,Medium
36,37087,False,False,Engineer,Rural,TikTok,33,7,Trends,19,25,29,Evening,6,Entertainment,Smartphone,iOS,Commuting,WiFi,Medium
34,32605,False,True,Teacher,Urban,TikTok,37,7,Vlogs,18,4,40,Evening,6,Boredom,Computer,Android,Work,WiFi,Medium
36,51337,True,False,Artist,Rural,Instagram,25,19,Pranks,20,9,33,Evening,6,Habit,Smartphone,Android,Work,MobileData,Medium
45,25482,False,True,Labor,Rural,TikTok,68,6,Trends,28,27,4,Night,3,Boredom,Smartphone,Android,Home,WiFi,Low
43,85333,True,False,Students,Rural,Instagram,252,11,Comedy,2,13,4,Evening,6,Boredom,Smartphone,Android,Home,MobileData,Medium
54,70952,True,True,WaitStaff,Urban,Facebook,216,11,Gaming,29,9,29,Afternoon,5,Habit,Smartphone,MacOS,Work,WiFi,Medium
43,25463,False,False,Students,Rural,TikTok,280,7,Comedy,25,6,37,Night,3,Entertainment,Tablet,Android,Work,WiFi,Low
40,90448,True,True,Engineer,Rural,TikTok,258,2,LifeHacks,28,21,20,Evening,6,Habit,Smartphone,Android,Home,WiFi,Medium
26,24648,False,False,Students,Rural,YouTube,276,19,Vlogs,26,19,41,Morning,8,Boredom,Tablet,Android,Home,WiFi,High
29,53623,True,True,Labor,Urban,TikTok,202,4,Trends,7,14,23,Night,3,Boredom,Smartphone,MacOS,School,MobileData,Low
18,79156,True,False,Students,Urban,TikTok,227,6,Pranks,8,21,45,Afternoon,6,Entertainment,Tablet,Android,School,WiFi,Medium
18,55634,True,True,Students,Rural,YouTube,124,17,ASMR,19,15,18,Evening,7,Habit,Smartphone,Windows,Work,MobileData,High
64,64602,True,False,Cashier,Rural,YouTube,77,5,Memes,22,3,49,Night,2,Entertainment,Smartphone,iOS,School,WiFi,Low
51,69334,True,True,Cashier,Urban,Facebook,84,7,Entertainment,15,5,25,Night,2,Entertainment,Smartphone,MacOS,Work,MobileData,Low
49,88648,True,False,Labor,Rural,TikTok,112,9,Vlogs,10,21,1,Evening,7,Boredom,Smartphone,Android,School,MobileData,High
42,42054,False,True,Driver,Rural,Facebook,187,1,Pranks,22,18,15,Morning,9,Habit,Smartphone,Android,Work,MobileData,High
57,90028,True,False,Manager,Rural,Facebook,224,1,LifeHacks,29,14,34,Evening,7,Boredom,Smartphone,Android,School,MobileData,High
62,42207,False,True,Students,Rural,YouTube,48,19,LifeHacks,1,16,48,Evening,7,Boredom,Tablet,Android,School,MobileData,High
18,41386,False,True,WaitStaff,Rural,Instagram,268,6,LifeHacks,6,14,20,Night,2,Entertainment,Smartphone,Android,Work,MobileData,Low
33,79518,True,True,Labor,Rural,Facebook,213,18,Gaming,13,9,37,Morning,9,Entertainment,Smartphone,Android,Home,WiFi,High
56,72781,True,True,Engineer,Rural,Instagram,16,10,Vlogs,14,15,27,Evening,7,Boredom,Smartphone,Android,Commuting,MobileData,High
22,72780,True,False,Labor,Urban,TikTok,58,11,Trends,3,7,22,Night,2,Boredom,Tablet,MacOS,School,MobileData,Low
39,81440,True,True,Driver,Urban,YouTube,35,1,Entertainment,11,14,5,Evening,7,Boredom,Smartphone,Android,Home,MobileData,High
46,64199,True,False,Driver,Urban,TikTok,170,1,Memes,3,6,34,Afternoon,6,Habit,Smartphone,Windows,School,MobileData,Medium
20,81035,True,True,WaitStaff,Rural,TikTok,185,13,Entertainment,19,21,39,Evening,7,Boredom,Smartphone,Windows,Work,MobileData,High
29,28210,False,False,Driver,Urban,YouTube,88,5,Entertainment,10,15,3,Evening,7,Entertainment,Computer,Android,Work,WiFi,High
43,64363,True,True,Manager,Rural,TikTok,11,1,Vlogs,27,20,17,Evening,7,Boredom,Tablet,MacOS,Home,WiFi,High
33,98279,True,False,Driver,Rural,YouTube,141,3,Entertainment,15,8,24,Night,2,Entertainment,Smartphone,Android,Home,MobileData,Low
54,80348,True,True,Labor,Rural,Instagram,285,18,Trends,11,2,24,Afternoon,6,Entertainment,Tablet,iOS,Commuting,MobileData,Medium
39,75284,True,False,Labor,Urban,TikTok,126,9,Memes,15,8,3,Evening,7,Boredom,Smartphone,Android,School,MobileData,High
46,92124,True,True,WaitStaff,Rural,YouTube,173,14,Trends,26,1,45,Evening,7,Entertainment,Tablet,MacOS,Home,MobileData,High
31,88847,True,False,Manager,Rural,Facebook,297,17,Vlogs,27,26,7,Afternoon,6,Boredom,Tablet,iOS,Work,MobileData,Medium
45,42432,False,True,Students,Rural,TikTok,37,14,Entertainment,24,17,25,Afternoon,6,Habit,Tablet,Android,Work,MobileData,Medium
22,84089,True,False,Labor,Rural,Instagram,10,4,Vlogs,13,19,3,Afternoon,6,Procrastination,Tablet,iOS,Home,WiFi,Medium
64,75398,True,True,Labor,Rural,YouTube,197,5,LifeHacks,5,5,15,Afternoon,6,Boredom,Smartphone,MacOS,Home,MobileData,Medium
47,23321,False,False,Labor,Rural,TikTok,65,17,Memes,4,22,29,Morning,9,Procrastination,Tablet,Windows,Home,WiFi,High
63,57383,True,True,Engineer,Rural,TikTok,44,2,LifeHacks,13,20,29,Afternoon,6,Entertainment,Smartphone,Android,Work,MobileData,Medium
22,98682,True,False,Labor,Urban,TikTok,121,5,Memes,9,16,10,Night,2,Habit,Tablet,iOS,Work,MobileData,Low
29,99190,True,True,WaitStaff,Rural,Instagram,295,4,ASMR,25,7,32,Evening,7,Habit,Smartphone,iOS,Home,WiFi,High
33,72893,True,True,Driver,Rural,YouTube,45,4,Trends,17,7,23,Afternoon,6,Entertainment,Smartphone,iOS,Commuting,WiFi,Medium
43,55820,True,True,Students,Rural,Facebook,226,6,Vlogs,2,18,39,Evening,7,Procrastination,Smartphone,Android,School,WiFi,High
43,86262,True,True,Manager,Rural,Facebook,89,13,LifeHacks,24,18,9,Morning,9,Boredom,Smartphone,Android,Work,MobileData,High
38,23760,False,False,Students,Rural,Facebook,92,5,Vlogs,5,2,37,Night,2,Entertainment,Smartphone,iOS,School,WiFi,Low
56,42190,False,True,Driver,Urban,YouTube,74,7,Memes,16,15,40,Morning,9,Habit,Smartphone,iOS,Home,MobileData,High
53,87411,True,False,Students,Urban,Facebook,137,1,Gaming,7,14,14,Night,2,Entertainment,Tablet,Android,Home,MobileData,Low
50,43377,False,True,Labor,Rural,Instagram,31,14,Comedy,1,18,4,Night,2,Habit,Tablet,Android,Work,MobileData,Low
47,66737,True,False,Students,Rural,YouTube,225,4,Memes,28,29,20,Afternoon,6,Habit,Smartphone,iOS,Work,MobileData,Medium
54,89569,True,True,Manager,Rural,TikTok,116,17,LifeHacks,26,9,28,Morning,9,Boredom,Smartphone,Windows,Commuting,WiFi,High
40,58211,True,False,Manager,Rural,Instagram,118,14,Comedy,12,14,14,Night,2,Entertainment,Smartphone,Android,Home,WiFi,Low
27,23744,False,True,Driver,Rural,TikTok,190,16,LifeHacks,21,5,44,Morning,9,Habit,Smartphone,Android,School,MobileData,High
22,44995,False,False,Driver,Urban,Facebook,173,14,Gaming,11,11,34,Afternoon,6,Procrastination,Computer,MacOS,Home,MobileData,Medium
53,36977,False,True,Students,Urban,Instagram,77,16,Entertainment,12,8,13,Evening,7,Entertainment,Smartphone,MacOS,Home,MobileData,High
51,54542,True,False,Driver,Urban,YouTube,189,8,Trends,19,5,31,Evening,7,Entertainment,Smartphone,iOS,Commuting,WiFi,High
48,30651,False,True,Labor,Rural,Instagram,190,3,Pranks,26,29,33,Night,2,Entertainment,Smartphone,Windows,Home,WiFi,Low
27,98931,True,False,Labor,Rural,TikTok,178,19,Memes,12,11,39,Morning,9,Procrastination,Smartphone,Windows,Commuting,WiFi,High
36,36715,False,True,WaitStaff,Urban,YouTube,31,1,LifeHacks,12,5,28,Night,2,Boredom,Tablet,Windows,Home,WiFi,Low
49,64409,True,False,Artist,Rural,Instagram,75,2,Comedy,14,17,25,Afternoon,6,Habit,Tablet,Android,Home,MobileData,Medium
18,44306,False,True,WaitStaff,Rural,Instagram,30,15,Trends,2,22,32,Evening,7,Habit,Smartphone,iOS,Home,MobileData,High
22,39086,False,False,Labor,Rural,Instagram,109,10,Trends,2,4,9,Evening,7,Boredom,Tablet,iOS,Home,MobileData,High
62,34376,False,True,WaitStaff,Urban,Instagram,112,18,LifeHacks,25,15,28,Night,2,Entertainment,Tablet,Android,Work,WiFi,Low
21,81350,True,True,Labor,Rural,YouTube,56,14,LifeHacks,29,19,31,Afternoon,6,Boredom,Smartphone,iOS,Work,WiFi,Medium
33,91425,True,True,WaitStaff,Urban,TikTok,48,17,Gaming,4,22,17,Evening,7,Boredom,Smartphone,Android,Home,WiFi,High
41,56636,True,True,Students,Rural,Instagram,294,13,Pranks,20,2,23,Evening,7,Entertainment,Computer,Windows,Commuting,MobileData,High
33,71649,True,False,Driver,Urban,YouTube,99,1,Vlogs,23,24,13,Evening,7,Entertainment,Tablet,Android,Home,WiFi,High
19,54610,True,True,Students,Rural,TikTok,94,5,Memes,26,17,10,Evening,7,Habit,Smartphone,iOS,Work,MobileData,High
45,30058,False,False,Students,Rural,Instagram,282,13,ASMR,16,12,16,Night,2,Boredom,Tablet,Android,Home,MobileData,Low
49,94637,True,True,Students,Rural,TikTok,197,14,Entertainment,10,25,6,Night,2,Habit,Tablet,Android,Home,MobileData,Low
44,98033,True,False,Labor,Rural,TikTok,168,3,Gaming,13,24,48,Afternoon,6,Procrastination,Computer,iOS,School,MobileData,Medium
37,90194,True,True,WaitStaff,Rural,YouTube,252,15,Memes,2,17,11,Night,2,Procrastination,Smartphone,Android,Work,MobileData,Low
41,96917,True,False,Engineer,Urban,TikTok,82,19,Vlogs,3,10,3,Night,2,Entertainment,Tablet,Android,Home,MobileData,Low
29,84200,True,True,Driver,Urban,YouTube,58,17,Entertainment,19,28,28,Night,2,Entertainment,Tablet,Android,Home,MobileData,Low
52,66619,True,False,Artist,Rural,Instagram,110,3,Gaming,6,25,41,Morning,9,Entertainment,Computer,iOS,Work,MobileData,High
50,37154,False,True,WaitStaff,Rural,TikTok,11,16,Memes,19,18,15,Morning,9,Boredom,Tablet,Android,Home,WiFi,High
50,39539,False,False,Driver,Urban,TikTok,253,14,Vlogs,27,19,13,Night,2,Habit,Tablet,iOS,Home,WiFi,Low
60,80058,True,True,Students,Rural,Facebook,185,12,Vlogs,21,18,42,Morning,9,Entertainment,Tablet,iOS,Home,MobileData,High
54,82068,True,False,Students,Urban,Instagram,247,12,Memes,20,13,45,Evening,7,Entertainment,Tablet,Android,Home,MobileData,High
29,97313,True,True,Students,Rural,Instagram,68,11,LifeHacks,19,14,17,Morning,9,Boredom,Smartphone,Windows,Home,MobileData,High
20,50373,True,False,WaitStaff,Urban,Facebook,108,17,ASMR,8,24,7,Afternoon,6,Boredom,Smartphone,iOS,Commuting,WiFi,Medium
18,53154,True,True,Manager,Rural,Facebook,11,8,Memes,14,16,28,Afternoon,6,Entertainment,Computer,iOS,School,MobileData,Medium
50,26031,False,False,Labor,Rural,YouTube,252,17,Memes,10,18,38,Evening,7,Entertainment,Tablet,Android,Work,MobileData,High
57,91975,True,True,Students,Rural,YouTube,220,11,Comedy,3,26,13,Evening,7,Habit,Smartphone,Android,Home,WiFi,High
27,42785,False,True,Labor,Rural,TikTok,132,2,Vlogs,6,18,17,Afternoon,6,Entertainment,Smartphone,Android,Work,MobileData,Medium
60,98928,True,True,Labor,Rural,TikTok,238,10,Pranks,29,16,15,Night,2,Procrastination,Smartphone,MacOS,Work,MobileData,Low
61,48669,False,True,Labor,Rural,TikTok,91,10,Memes,15,17,36,Night,2,Habit,Smartphone,Android,Commuting,MobileData,Low
46,22282,False,False,Students,Urban,TikTok,153,11,Gaming,23,7,28,Afternoon,6,Boredom,Smartphone,Android,School,WiFi,Medium
30,54624,True,True,Engineer,Rural,YouTube,149,6,ASMR,23,12,15,Morning,9,Entertainment,Smartphone,iOS,Work,WiFi,High
29,68438,True,False,Labor,Urban,Instagram,38,4,Vlogs,18,2,46,Night,2,Entertainment,Smartphone,iOS,Home,MobileData,Low
48,87534,True,True,Labor,Rural,TikTok,279,12,Comedy,14,10,11,Afternoon,6,Boredom,Smartphone,Android,Work,MobileData,Medium
63,51705,True,False,Students,Rural,Instagram,256,11,Entertainment,19,5,31,Evening,7,Procrastination,Smartphone,Windows,Home,MobileData,High
19,58244,True,True,WaitStaff,Urban,TikTok,21,13,Vlogs,28,21,4,Afternoon,6,Habit,Smartphone,Android,School,MobileData,Medium
52,94964,True,False,WaitStaff,Urban,Facebook,115,5,Trends,26,3,35,Morning,9,Entertainment,Smartphone,Android,Work,MobileData,High
40,57437,True,True,Students,Rural,TikTok,41,6,Gaming,10,19,34,Morning,9,Boredom,Tablet,Windows,Home,MobileData,High
34,97872,True,False,Students,Urban,TikTok,83,1,LifeHacks,15,13,27,Afternoon,6,Boredom,Tablet,Windows,Work,WiFi,Medium
43,94878,True,True,Engineer,Rural,TikTok,180,6,Vlogs,4,12,10,Night,2,Entertainment,Smartphone,Android,School,MobileData,Low
25,92982,True,False,Labor,Rural,YouTube,78,18,LifeHacks,23,3,30,Evening,7,Entertainment,Smartphone,Android,School,WiFi,High
46,70583,True,True,WaitStaff,Urban,Facebook,146,9,Trends,2,6,45,Afternoon,6,Habit,Computer,Windows,School,MobileData,Medium
43,58392,True,False,Teacher,Rural,TikTok,109,15,Memes,3,14,20,Evening,7,Entertainment,Smartphone,Android,School,MobileData,High
27,27461,False,True,Artist,Urban,TikTok,155,8,Memes,7,4,29,Afternoon,6,Habit,Smartphone,iOS,Home,MobileData,Medium
43,30516,False,False,WaitStaff,Rural,Instagram,18,19,LifeHacks,23,13,29,Morning,9,Boredom,Smartphone,iOS,Home,MobileData,High
51,99285,True,True,Students,Rural,Facebook,71,16,LifeHacks,16,19,23,Afternoon,6,Procrastination,Smartphone,iOS,Work,MobileData,Medium
58,37514,False,False,Engineer,Rural,TikTok,194,6,Trends,10,18,21,Evening,7,Habit,Smartphone,iOS,Work,WiFi,High
24,56268,True,True,Artist,Urban,Instagram,38,6,Comedy,19,29,48,Night,2,Habit,Computer,Android,School,MobileData,Low
21,56788,True,True,WaitStaff,Rural,Instagram,123,3,Gaming,28,3,43,Night,2,Boredom,Smartphone,MacOS,Work,WiFi,Low
62,95749,True,True,Artist,Rural,YouTube,152,10,Entertainment,17,20,10,Night,2,Procrastination,Tablet,Android,School,WiFi,Low
28,81049,True,True,Cashier,Rural,Instagram,129,1,Pranks,28,6,41,Evening,7,Procrastination,Smartphone,Android,Home,MobileData,High
46,82493,True,False,Labor,Rural,TikTok,179,14,Memes,19,16,12,Night,2,Entertainment,Smartphone,Windows,Work,MobileData,Low
53,56027,True,True,Students,Rural,YouTube,166,4,Vlogs,5,20,30,Night,2,Entertainment,Smartphone,Android,Home,MobileData,Low
42,62849,True,False,Cashier,Rural,YouTube,269,12,Gaming,23,24,33,Night,2,Habit,Computer,Android,Home,WiFi,Low
38,37858,False,True,Manager,Rural,TikTok,91,6,LifeHacks,20,3,18,Night,2,Entertainment,Tablet,Android,School,MobileData,Low
53,99003,True,False,Driver,Rural,Facebook,251,11,Trends,13,12,14,Evening,7,Procrastination,Smartphone,Android,School,MobileData,High
27,72395,True,True,Driver,Rural,Instagram,181,12,ASMR,13,19,22,Night,2,Boredom,Smartphone,Android,Home,MobileData,Low
54,59758,True,False,Students,Rural,YouTube,240,10,LifeHacks,11,19,21,Evening,7,Boredom,Tablet,Android,Work,MobileData,High
26,74312,True,True,Artist,Rural,Facebook,217,18,Gaming,11,24,1,Evening,7,Boredom,Tablet,MacOS,School,MobileData,High
41,88670,True,False,Students,Urban,TikTok,84,7,Trends,16,4,49,Evening,7,Habit,Computer,Android,Commuting,WiFi,High
52,35434,False,True,WaitStaff,Rural,Instagram,279,7,Trends,15,1,43,Night,2,Habit,Computer,Android,Work,MobileData,Low
52,84047,True,False,WaitStaff,Urban,Instagram,123,11,Trends,17,2,15,Night,2,Boredom,Tablet,iOS,School,WiFi,Low
53,67775,True,True,Students,Rural,YouTube,71,4,Memes,22,13,36,Night,2,Habit,Smartphone,iOS,Home,MobileData,Low
35,95769,True,False,Manager,Rural,Instagram,111,1,Pranks,18,26,47,Afternoon,6,Habit,Smartphone,Windows,Commuting,MobileData,Medium
56,86677,True,True,Labor,Rural,Instagram,219,13,Memes,28,29,22,Afternoon,6,Habit,Tablet,Windows,Home,MobileData,Medium
49,65734,True,False,WaitStaff,Urban,Instagram,264,18,Comedy,19,13,32,Evening,7,Habit,Tablet,MacOS,School,MobileData,High
41,60603,True,True,Students,Rural,Instagram,29,9,ASMR,4,2,46,Evening,7,Boredom,Tablet,Android,School,MobileData,High
40,96708,True,False,Manager,Rural,TikTok,67,9,LifeHacks,22,19,33,Evening,7,Boredom,Smartphone,Android,School,MobileData,High
49,88803,True,True,Cashier,Urban,Facebook,121,9,Vlogs,22,22,41,Night,3,Habit,Smartphone,Windows,Home,WiFi,Low
54,59332,True,True,Driver,Rural,TikTok,205,10,Vlogs,23,24,39,Night,3,Procrastination,Tablet,Android,School,WiFi,Low
29,41312,False,True,Labor,Rural,TikTok,101,2,ASMR,5,16,23,Afternoon,6,Boredom,Tablet,iOS,Home,WiFi,Medium
30,64179,True,True,Engineer,Rural,YouTube,61,6,Comedy,7,12,43,Night,3,Entertainment,Computer,iOS,Home,MobileData,Low
40,91442,True,False,Teacher,Rural,Instagram,17,15,Gaming,2,1,2,Evening,7,Procrastination,Tablet,iOS,Home,WiFi,High
42,60379,True,True,Students,Rural,TikTok,107,3,Entertainment,1,9,2,Afternoon,6,Boredom,Tablet,Android,Home,MobileData,Medium
52,37297,False,False,Cashier,Urban,Instagram,245,11,Memes,12,17,38,Evening,7,Habit,Tablet,MacOS,Work,MobileData,High
58,22011,False,True,Manager,Urban,TikTok,78,6,Memes,10,10,29,Evening,7,Entertainment,Smartphone,iOS,Work,MobileData,High
47,64014,True,False,Labor,Rural,TikTok,54,3,Entertainment,8,18,46,Evening,7,Habit,Smartphone,Android,Commuting,MobileData,High
34,31738,False,True,Students,Urban,YouTube,146,11,Pranks,1,19,3,Evening,7,Boredom,Smartphone,Android,School,MobileData,High
37,67498,True,False,Cashier,Urban,Facebook,243,15,Pranks,12,7,39,Morning,9,Habit,Computer,Android,Work,MobileData,High
42,31120,False,True,WaitStaff,Rural,Facebook,41,13,Pranks,2,25,7,Night,3,Habit,Smartphone,Android,Work,WiFi,Low
39,28767,False,False,WaitStaff,Rural,TikTok,298,10,Gaming,27,19,36,Night,3,Habit,Smartphone,Android,Home,WiFi,Low
30,42852,False,True,Driver,Rural,YouTube,135,6,Trends,28,24,29,Afternoon,6,Entertainment,Tablet,Android,Commuting,MobileData,Medium
36,99239,True,False,Students,Rural,Instagram,76,15,Pranks,10,15,37,Evening,7,Procrastination,Smartphone,Android,Work,MobileData,High
53,20929,False,True,Students,Rural,Instagram,39,18,Vlogs,22,9,49,Evening,7,Procrastination,Smartphone,MacOS,Home,MobileData,High
29,97487,True,False,Driver,Rural,TikTok,123,18,Comedy,17,10,36,Night,3,Habit,Smartphone,Android,School,MobileData,Low
58,37438,False,True,Teacher,Rural,Facebook,213,7,Memes,26,23,23,Evening,5,Habit,Smartphone,Android,Home,WiFi,Medium
36,68515,True,False,Students,Rural,YouTube,38,15,Trends,3,20,45,Evening,5,Boredom,Smartphone,Android,School,MobileData,Medium
29,25744,False,True,Manager,Rural,Facebook,140,18,Vlogs,7,20,16,Evening,5,Boredom,Smartphone,Android,Work,MobileData,Medium
26,62417,True,False,Students,Rural,Instagram,194,18,Memes,12,4,48,Night,1,Procrastination,Smartphone,Android,Work,WiFi,Low
24,27069,False,True,Students,Rural,Facebook,262,9,LifeHacks,8,6,31,Night,1,Habit,Smartphone,Windows,Home,MobileData,Low
45,62359,True,True,Labor,Rural,Instagram,295,2,Memes,20,4,34,Night,1,Habit,Tablet,Android,Home,MobileData,Low
31,39799,False,True,WaitStaff,Rural,YouTube,71,8,Memes,12,5,1,Evening,5,Procrastination,Smartphone,MacOS,Home,WiFi,Medium
48,90188,True,True,WaitStaff,Rural,YouTube,12,2,Gaming,3,9,18,Night,1,Boredom,Smartphone,Android,Home,WiFi,Low
36,27597,False,False,Cashier,Urban,TikTok,77,11,Memes,17,12,40,Afternoon,4,Boredom,Smartphone,MacOS,School,MobileData,Medium
64,67093,True,True,Students,Rural,TikTok,34,7,Pranks,28,23,43,Night,1,Entertainment,Tablet,Android,Work,MobileData,Low
33,57226,True,False,Teacher,Rural,Facebook,188,6,LifeHacks,9,8,15,Afternoon,4,Habit,Smartphone,Windows,School,WiFi,Medium
22,92127,True,True,WaitStaff,Rural,YouTube,150,10,Pranks,10,21,48,Evening,5,Habit,Smartphone,Android,School,MobileData,Medium
52,97362,True,False,Labor,Rural,YouTube,240,5,Vlogs,22,5,49,Evening,5,Habit,Smartphone,MacOS,Work,MobileData,Medium
29,46417,False,True,Students,Rural,TikTok,172,11,Pranks,6,29,17,Evening,5,Entertainment,Smartphone,Windows,Work,MobileData,Medium
42,38693,False,False,Driver,Rural,Instagram,139,1,Vlogs,25,11,44,Evening,5,Boredom,Smartphone,Android,Home,MobileData,Medium
38,99674,True,True,Driver,Rural,Facebook,255,2,ASMR,1,23,10,Night,1,Procrastination,Smartphone,Android,School,WiFi,Low
53,73161,True,False,Teacher,Rural,Facebook,181,1,Vlogs,22,11,20,Morning,7,Boredom,Smartphone,Windows,School,MobileData,High
40,22169,False,True,Teacher,Rural,TikTok,73,19,LifeHacks,12,13,6,Night,1,Habit,Tablet,MacOS,School,WiFi,Low
33,42052,False,False,Cashier,Rural,YouTube,40,2,ASMR,5,14,8,Evening,5,Habit,Tablet,Windows,Home,MobileData,Medium
56,91849,True,True,Labor,Rural,TikTok,56,4,Vlogs,13,28,45,Morning,7,Entertainment,Smartphone,Android,Work,MobileData,High
62,93851,True,False,Students,Urban,TikTok,139,12,Gaming,27,8,34,Night,1,Habit,Smartphone,iOS,Work,MobileData,Low
59,28036,False,True,Labor,Rural,TikTok,119,18,Gaming,15,25,32,Evening,5,Entertainment,Tablet,MacOS,Work,WiFi,Medium
56,51778,True,False,Students,Rural,TikTok,78,1,Comedy,22,18,42,Evening,5,Habit,Smartphone,Android,Work,WiFi,Medium
31,47734,False,True,WaitStaff,Urban,Instagram,67,1,Memes,11,19,4,Night,1,Boredom,Tablet,iOS,Home,MobileData,Low
48,43173,False,False,Labor,Rural,Instagram,115,14,Vlogs,8,12,44,Night,1,Boredom,Tablet,Android,Home,WiFi,Low
22,50403,True,True,Labor,Rural,YouTube,265,4,LifeHacks,5,12,39,Evening,5,Habit,Smartphone,Android,Home,MobileData,Medium
52,86321,True,True,Cashier,Rural,TikTok,180,5,ASMR,2,18,20,Night,1,Entertainment,Tablet,Windows,Work,MobileData,Low
40,91675,True,True,Labor,Rural,Instagram,171,11,Gaming,12,10,24,Afternoon,4,Boredom,Tablet,Android,Home,MobileData,Medium
46,26344,False,True,Cashier,Rural,YouTube,295,13,Gaming,28,7,24,Evening,5,Entertainment,Tablet,iOS,Work,MobileData,Medium
60,38800,False,False,Labor,Urban,TikTok,80,16,Entertainment,2,28,26,Afternoon,4,Entertainment,Smartphone,Android,Home,MobileData,Medium
28,45372,False,True,Teacher,Rural,Facebook,264,13,Memes,26,18,25,Night,1,Habit,Tablet,Android,School,WiFi,Low
35,81516,True,False,Labor,Rural,Instagram,64,2,Entertainment,16,12,36,Night,1,Boredom,Tablet,Android,Work,WiFi,Low
