TimeOfDay,Reason,CurrentActivity,PredictedProductivityLoss,Recommendation
Morning,Habit,Work,Medium,"Limit social media use during work to stay focused, and try shifting usage to home or while commuting. If social media use is automatic, consider disabling notifications and placing apps in folders to interrupt the cycle. Morning use should be purposeful—avoid diving into negative content and instead opt for affirming posts. A moderate impact is present. Reflect on which moments of use contribute most to loss and experiment with 'no phone' blocks of time."
Morning,Habit,Work,High,"Limit social media use during work to stay focused, and try shifting usage to home or while commuting. If social media use is automatic, consider disabling notifications and placing apps in folders to interrupt the cycle. Morning use should be purposeful—avoid diving into negative content and instead opt for affirming posts. Your productivity is heavily impacted. Set strict app timers or try a digital detox to regain control. Consider journaling or accountability partners to build better habits."
Morning,Entertainment,Commuting,Low,"Social media during commuting is relatively harmless if it's passive, but avoid content that induces stress. Entertainment is okay in moderation, but diversify your downtime activities to avoid burnout. Morning use should be purposeful—avoid diving into negative content and instead opt for affirming posts. You're maintaining good productivity. Keep monitoring your usage to prevent small habits from growing into distractions."
Morning,Entertainment,Commuting,Medium,"Social media during commuting is relatively harmless if it's passive, but avoid content that induces stress. Entertainment is okay in moderation, but diversify your downtime activities to avoid burnout. Morning use should be purposeful—avoid diving into negative content and instead opt for affirming posts. A moderate impact is present. Reflect on which moments of use contribute most to loss and experiment with 'no phone' blocks of time."
Morning,Entertainment,Commuting,High,"Social media during commuting is relatively harmless if it's passive, but avoid content that induces stress. Entertainment is okay in moderation, but diversify your downtime activities to avoid burnout. Morning use should be purposeful—avoid diving into negative content and instead opt for affirming posts. Your productivity is heavily impacted. Set strict app timers or try a digital detox to regain control. Consider journaling or accountability partners to build better habits."
Morning,Entertainment,School,Low,"Limit social media use during school to stay focused, and try shifting usage to home or while commuting. Entertainment is okay in moderation, but diversify your downtime activities to avoid burnout. Morning use should be purposeful—avoid diving into negative content and instead opt for affirming posts. You're maintaining good productivity. Keep monitoring your usage to prevent small habits from growing into distractions."
Morning,Entertainment,School,Medium,"Limit social media use during school to stay focused, and try shifting usage to home or while commuting. Entertainment is okay in moderation, but diversify your downtime activities to avoid burnout. Morning use should be purposeful—avoid diving into negative content and instead opt for affirming posts. A moderate impact is present. Reflect on which moments of use contribute most to loss and experiment with 'no phone' blocks of time."
Morning,Entertainment,School,High,"Limit social media use during school to stay focused, and try shifting usage to home or while commuting. Entertainment is okay in moderation, but diversify your downtime activities to avoid burnout. Morning use should be purposeful—avoid diving into negative content and instead opt for affirming posts. Your productivity is heavily impacted. Set strict app timers or try a digital detox to regain control. Consider journaling or accountability partners to build better habits."
Morning,Entertainment,Home,Low,"Using social media at home is common, but staying mindful of screen time helps preserve personal time. Entertainment is okay in moderation, but diversify your downtime activities to avoid burnout. Morning use should be purposeful—avoid diving into negative content and instead opt for affirming posts. You're maintaining good productivity. Keep monitoring your usage to prevent small habits from growing into distractions."
Morning,Entertainment,Home,Medium,"Using social media at home is common, but staying mindful of screen time helps preserve personal time. Entertainment is okay in moderation, but diversify your downtime activities to avoid burnout. Morning use should be purposeful—avoid diving into negative content and instead opt for affirming posts. A moderate impact is present. Reflect on which moments of use contribute most to loss and experiment with 'no phone' blocks of time."
Morning,Entertainment,Home,High,"Using social media at home is common, but staying mindful of screen time helps preserve personal time. Entertainment is okay in moderation, but diversify your downtime activities to avoid burnout. Morning use should be purposeful—avoid diving into negative content and instead opt for affirming posts. Your productivity is heavily impacted. Set strict app timers or try a digital detox to regain control. Consider journaling or accountability partners to build better habits."
Morning,Entertainment,Work,Low,"Limit social media use during work to stay focused, and try shifting usage to home or while commuting. Entertainment is okay in moderation, but diversify your downtime activities to avoid burnout. Morning use should be purposeful—avoid diving into negative content and instead opt for affirming posts. You're maintaining good productivity. Keep monitoring your usage to prevent small habits from growing into distractions."
Morning,Entertainment,Work,Medium,"Limit social media use during work to stay focused, and try shifting usage to home or while commuting. Entertainment is okay in moderation, but diversify your downtime activities to avoid burnout. Morning use should be purposeful—avoid diving into negative content and instead opt for affirming posts. A moderate impact is present. Reflect on which moments of use contribute most to loss and experiment with 'no phone' blocks of time."
Morning,Entertainment,Work,High,"Limit social media use during work to stay focused, and try shifting usage to home or while commuting. Entertainment is okay in moderation, but diversify your downtime activities to avoid burnout. Morning use should be purposeful—avoid diving into negative content and instead opt for affirming posts. Your productivity is heavily impacted. Set strict app timers or try a digital detox to regain control. Consider journaling or accountability partners to build better habits."
Morning,Boredom,Commuting,Low,"Social media during commuting is relatively harmless if it's passive, but avoid content that induces stress. Boredom scrolling is often unfulfilling—replace it with activities like music, stretching, or brief walks. Morning use should be purposeful—avoid diving into negative content and instead opt for affirming posts. You're maintaining good productivity. Keep monitoring your usage to prevent small habits from growing into distractions."
Morning,Boredom,Commuting,Medium,"Social media during commuting is relatively harmless if it's passive, but avoid content that induces stress. Boredom scrolling is often unfulfilling—replace it with activities like music, stretching, or brief walks. Morning use should be purposeful—avoid diving into negative content and instead opt for affirming posts. A moderate impact is present. Reflect on which moments of use contribute most to loss and experiment with 'no phone' blocks of time."
Morning,Boredom,Commuting,High,"Social media during commuting is relatively harmless if it's passive, but avoid content that induces stress. Boredom scrolling is often unfulfilling—replace it with activities like music, stretching, or brief walks. Morning use should be purposeful—avoid diving into negative content and instead opt for affirming posts. Your productivity is heavily impacted. Set strict app timers or try a digital detox to regain control. Consider journaling or accountability partners to build better habits."
Morning,Boredom,School,Low,"Limit social media use during school to stay focused, and try shifting usage to home or while commuting. Boredom scrolling is often unfulfilling—replace it with activities like music, stretching, or brief walks. Morning use should be purposeful—avoid diving into negative content and instead opt for affirming posts. You're maintaining good productivity. Keep monitoring your usage to prevent small habits from growing into distractions."
Morning,Boredom,School,Medium,"Limit social media use during school to stay focused, and try shifting usage to home or while commuting. Boredom scrolling is often unfulfilling—replace it with activities like music, stretching, or brief walks. Morning use should be purposeful—avoid diving into negative content and instead opt for affirming posts. A moderate impact is present. Reflect on which moments of use contribute most to loss and experiment with 'no phone' blocks of time."
Morning,Boredom,School,High,"Limit social media use during school to stay focused, and try shifting usage to home or while commuting. Boredom scrolling is often unfulfilling—replace it with activities like music, stretching, or brief walks. Morning use should be purposeful—avoid diving into negative content and instead opt for affirming posts. Your productivity is heavily impacted. Set strict app timers or try a digital detox to regain control. Consider journaling or accountability partners to build better habits."
Morning,Boredom,Home,Low,"Using social media at home is common, but staying mindful of screen time helps preserve personal time. Boredom scrolling is often unfulfilling—replace it with activities like music, stretching, or brief walks. Morning use should be purposeful—avoid diving into negative content and instead opt for affirming posts. You're maintaining good productivity. Keep monitoring your usage to prevent small habits from growing into distractions."
Morning,Boredom,Home,Medium,"Using social media at home is common, but staying mindful of screen time helps preserve personal time. Boredom scrolling is often unfulfilling—replace it with activities like music, stretching, or brief walks. Morning use should be purposeful—avoid diving into negative content and instead opt for affirming posts. A moderate impact is present. Reflect on which moments of use contribute most to loss and experiment with 'no phone' blocks of time."
Morning,Boredom,Home,High,"Using social media at home is common, but staying mindful of screen time helps preserve personal time. Boredom scrolling is often unfulfilling—replace it with activities like music, stretching, or brief walks. Morning use should be purposeful—avoid diving into negative content and instead opt for affirming posts. Your productivity is heavily impacted. Set strict app timers or try a digital detox to regain control. Consider journaling or accountability partners to build better habits."
Morning,Boredom,Work,Low,"Limit social media use during work to stay focused, and try shifting usage to home or while commuting. Boredom scrolling is often unfulfilling—replace it with activities like music, stretching, or brief walks. Morning use should be purposeful—avoid diving into negative content and instead opt for affirming posts. You're maintaining good productivity. Keep monitoring your usage to prevent small habits from growing into distractions."
Morning,Boredom,Work,Medium,"Limit social media use during work to stay focused, and try shifting usage to home or while commuting. Boredom scrolling is often unfulfilling—replace it with activities like music, stretching, or brief walks. Morning use should be purposeful—avoid diving into negative content and instead opt for affirming posts. A moderate impact is present. Reflect on which moments of use contribute most to loss and experiment with 'no phone' blocks of time."
Morning,Boredom,Work,High,"Limit social media use during work to stay focused, and try shifting usage to home or while commuting. Boredom scrolling is often unfulfilling—replace it with activities like music, stretching, or brief walks. Morning use should be purposeful—avoid diving into negative content and instead opt for affirming posts. Your productivity is heavily impacted. Set strict app timers or try a digital detox to regain control. Consider journaling or accountability partners to build better habits."
