Age,Gender,Country,Income,HasDebt,OwnsProperty,Demographics,Platform,MinutesSpent,NumSessions,NumVideos,ScrollRate,TimeOfDay,ProductivityLoss,Satisfaction,WatchReason,SelfControl,AddictionLevel,CurrentActivity,BinnedProdLoss
18,Male,Japan,44306,False,True,Rural,Instagram,30,15,32,34,Evening,7,3,Habit,9,1,At home,High
22,Female,India,39086,False,False,Rural,Instagram,109,10,9,36,Evening,7,3,Boredom,9,1,At home,High
62,Male,Germany,34376,False,True,Urban,Instagram,112,18,28,62,Night,2,8,Entertainment,4,6,At work,Low
21,Other,India,81350,True,True,Rural,YouTube,56,14,31,1,Afternoon,6,4,Boredom,8,2,At work,Medium
33,Male,United States,91425,True,True,Urban,TikTok,48,17,17,85,Evening,7,3,Boredom,9,1,At home,High
41,Female,Brazil,56636,True,True,Rural,Instagram,294,13,23,42,Evening,7,3,Entertainment,9,1,Commuting,High
33,Female,Pakistan,71649,True,False,Urban,YouTube,99,1,13,1,Evening,7,3,Entertainment,9,1,At home,High
19,Male,United States,54610,True,True,Rural,TikTok,94,5,10,96,Evening,7,3,Habit,9,1,At work,High
45,Female,India,30058,False,False,Rural,Instagram,282,13,16,84,Night,2,8,Boredom,4,6,At home,Low
49,Male,Brazil,94637,True,True,Rural,TikTok,197,14,6,54,Night,2,8,Habit,4,6,At home,Low
44,Male,Indonesia,98033,True,False,Rural,TikTok,168,3,48,47,Afternoon,6,4,Procrastination,8,2,At school,Medium
37,Male,India,90194,True,True,Rural,YouTube,252,15,11,39,Night,2,8,Procrastination,4,6,At work,Low
41,Female,Indonesia,96917,True,False,Urban,TikTok,82,19,3,30,Night,2,8,Entertainment,4,6,At home,Low
29,Female,Germany,84200,True,True,Urban,YouTube,58,17,28,7,Night,2,8,Entertainment,4,6,At home,Low
52,Male,Indonesia,66619,True,False,Rural,Instagram,110,3,41,22,Morning,9,1,Entertainment,10,0,At work,High
50,Female,Vietnam,37154,False,True,Rural,TikTok,11,16,15,50,Morning,9,1,Boredom,10,0,At home,High
50,Male,United States,39539,False,False,Urban,TikTok,253,14,13,45,Night,2,8,Habit,4,6,At home,Low
60,Other,United States,80058,True,True,Rural,Facebook,185,12,42,74,Morning,9,1,Entertainment,10,0,At home,High
54,Male,Pakistan,82068,True,False,Urban,Instagram,247,12,45,72,Evening,7,3,Entertainment,9,1,At home,High
29,Male,Vietnam,97313,True,True,Rural,Instagram,68,11,17,91,Morning,9,1,Boredom,10,0,At home,High
20,Female,India,50373,True,False,Urban,Facebook,108,17,7,10,Afternoon,6,4,Boredom,8,2,Commuting,Medium
18,Male,Pakistan,53154,True,True,Rural,Facebook,11,8,28,14,Afternoon,6,4,Entertainment,8,2,At school,Medium
50,Male,Indonesia,26031,False,False,Rural,YouTube,252,17,38,46,Evening,7,3,Entertainment,9,1,At work,High
57,Female,India,91975,True,True,Rural,YouTube,220,11,13,75,Evening,7,3,Habit,9,1,At home,High
27,Female,Philippines,42785,False,True,Rural,TikTok,132,2,17,6,Afternoon,6,4,Entertainment,8,2,At work,Medium
60,Other,India,98928,True,True,Rural,TikTok,238,10,15,21,Night,2,8,Procrastination,4,6,At work,Low
61,Female,Mexico,48669,False,True,Rural,TikTok,91,10,36,62,Night,2,8,Habit,4,6,Commuting,Low
46,Male,Pakistan,22282,False,False,Urban,TikTok,153,11,28,97,Afternoon,6,4,Boredom,8,2,At school,Medium
30,Female,Indonesia,54624,True,True,Rural,YouTube,149,6,15,19,Morning,9,1,Entertainment,10,0,At work,High
29,Female,India,68438,True,False,Urban,Instagram,38,4,46,88,Night,2,8,Entertainment,4,6,At home,Low
48,Other,Brazil,87534,True,True,Rural,TikTok,279,12,11,82,Afternoon,6,4,Boredom,8,2,At work,Medium
63,Male,United States,51705,True,False,Rural,Instagram,256,11,31,99,Evening,7,3,Procrastination,9,1,At home,High
19,Male,Japan,58244,True,True,Urban,TikTok,21,13,4,62,Afternoon,6,4,Habit,8,2,At school,Medium
52,Male,United States,94964,True,False,Urban,Facebook,115,5,35,83,Morning,9,1,Entertainment,10,0,At work,High
40,Female,India,57437,True,True,Rural,TikTok,41,6,34,53,Morning,9,1,Boredom,10,0,At home,High
34,Male,India,97872,True,False,Urban,TikTok,83,1,27,24,Afternoon,6,4,Boredom,8,2,At work,Medium
43,Male,Germany,94878,True,True,Rural,TikTok,180,6,10,56,Night,2,8,Entertainment,4,6,At school,Low
25,Other,India,92982,True,False,Rural,YouTube,78,18,30,62,Evening,7,3,Entertainment,9,1,At school,High
46,Female,India,70583,True,True,Urban,Facebook,146,9,45,34,Afternoon,6,4,Habit,8,2,At school,Medium
43,Male,India,58392,True,False,Rural,TikTok,109,15,20,22,Evening,7,3,Entertainment,9,1,At school,High
27,Other,United States,27461,False,True,Urban,TikTok,155,8,29,68,Afternoon,6,4,Habit,8,2,At home,Medium
43,Male,India,30516,False,False,Rural,Instagram,18,19,29,57,Morning,9,1,Boredom,10,0,At home,High
51,Male,Pakistan,99285,True,True,Rural,Facebook,71,16,23,10,Afternoon,6,4,Procrastination,8,2,At work,Medium
58,Other,Japan,37514,False,False,Rural,TikTok,194,6,21,66,Evening,7,3,Habit,9,1,At work,High
24,Male,India,56268,True,True,Urban,Instagram,38,6,48,8,Night,2,8,Habit,4,6,At school,Low
21,Female,Japan,56788,True,True,Rural,Instagram,123,3,43,97,Night,2,8,Boredom,4,6,At work,Low
62,Male,Philippines,95749,True,True,Rural,YouTube,152,10,10,38,Night,2,8,Procrastination,4,6,At school,Low
28,Female,Indonesia,81049,True,True,Rural,Instagram,129,1,41,62,Evening,7,3,Procrastination,9,1,At home,High
46,Male,India,82493,True,False,Rural,TikTok,179,14,12,28,Night,2,8,Entertainment,4,6,At work,Low
53,Female,United States,56027,True,True,Rural,YouTube,166,4,30,10,Night,2,8,Entertainment,4,6,At home,Low
42,Other,India,62849,True,False,Rural,YouTube,269,12,33,45,Night,2,8,Habit,4,6,At home,Low
38,Male,Indonesia,37858,False,True,Rural,TikTok,91,6,18,65,Night,2,8,Entertainment,4,6,At school,Low
53,Female,Philippines,99003,True,False,Rural,Facebook,251,11,14,98,Evening,7,3,Procrastination,9,1,At school,High
27,Male,United States,72395,True,True,Rural,Instagram,181,12,22,67,Night,2,8,Boredom,4,6,At home,Low
54,Male,India,59758,True,False,Rural,YouTube,240,10,21,9,Evening,7,3,Boredom,9,1,At work,High
26,Other,India,74312,True,True,Rural,Facebook,217,18,1,5,Evening,7,3,Boredom,9,1,At school,High
41,Male,Japan,88670,True,False,Urban,TikTok,84,7,49,10,Evening,7,3,Habit,9,1,Commuting,High
52,Male,Indonesia,35434,False,True,Rural,Instagram,279,7,43,12,Night,2,8,Habit,4,6,At work,Low
52,Male,Japan,84047,True,False,Urban,Instagram,123,11,15,82,Night,2,8,Boredom,4,6,At school,Low
53,Other,Philippines,67775,True,True,Rural,YouTube,71,4,36,58,Night,2,8,Habit,4,6,At home,Low
35,Other,United States,95769,True,False,Rural,Instagram,111,1,47,21,Afternoon,6,4,Habit,8,2,Commuting,Medium
56,Female,India,86677,True,True,Rural,Instagram,219,13,22,21,Afternoon,6,4,Habit,8,2,At home,Medium
49,Female,Mexico,65734,True,False,Urban,Instagram,264,18,32,65,Evening,7,3,Habit,9,1,At school,High
41,Female,United States,60603,True,True,Rural,Instagram,29,9,46,3,Evening,7,3,Boredom,9,1,At school,High
40,Other,India,96708,True,False,Rural,TikTok,67,9,33,69,Evening,7,3,Boredom,9,1,At school,High
49,Male,United States,88803,True,True,Urban,Facebook,121,9,41,89,Night,3,7,Habit,5,5,At home,Low
54,Male,Japan,59332,True,True,Rural,TikTok,205,10,39,64,Night,3,7,Procrastination,5,5,At school,Low
29,Male,United States,41312,False,True,Rural,TikTok,101,2,23,49,Afternoon,6,4,Boredom,8,2,At home,Medium
30,Male,Philippines,64179,True,True,Rural,YouTube,61,6,43,72,Night,3,7,Entertainment,5,5,At home,Low
40,Other,Vietnam,91442,True,False,Rural,Instagram,17,15,2,17,Evening,7,3,Procrastination,9,1,At home,High
42,Male,Vietnam,60379,True,True,Rural,TikTok,107,3,2,73,Afternoon,6,4,Boredom,8,2,At home,Medium
52,Male,Vietnam,37297,False,False,Urban,Instagram,245,11,38,32,Evening,7,3,Habit,9,1,At work,High
58,Male,Philippines,22011,False,True,Urban,TikTok,78,6,29,70,Evening,7,3,Entertainment,9,1,At work,High
47,Female,United States,64014,True,False,Rural,TikTok,54,3,46,21,Evening,7,3,Habit,9,1,Commuting,High
34,Female,India,31738,False,True,Urban,YouTube,146,11,3,7,Evening,7,3,Boredom,9,1,At school,High
37,Male,Philippines,67498,True,False,Urban,Facebook,243,15,39,7,Morning,9,1,Habit,10,0,At work,High
42,Female,Vietnam,31120,False,True,Rural,Facebook,41,13,7,27,Night,3,7,Habit,5,5,At work,Low
39,Male,Indonesia,28767,False,False,Rural,TikTok,298,10,36,8,Night,3,7,Habit,5,5,At home,Low
30,Male,Philippines,42852,False,True,Rural,YouTube,135,6,29,73,Afternoon,6,4,Entertainment,8,2,Commuting,Medium
36,Male,Germany,99239,True,False,Rural,Instagram,76,15,37,28,Evening,7,3,Procrastination,9,1,At work,High
53,Male,India,20929,False,True,Rural,Instagram,39,18,49,79,Evening,7,3,Procrastination,9,1,At home,High
29,Female,Vietnam,97487,True,False,Rural,TikTok,123,18,36,66,Night,3,7,Habit,5,5,At school,Low
58,Other,Brazil,37438,False,True,Rural,Facebook,213,7,23,71,Evening,5,5,Habit,7,3,At home,Medium
36,Other,India,68515,True,False,Rural,YouTube,38,15,45,47,Evening,5,5,Boredom,7,3,At school,Medium
29,Male,India,25744,False,True,Rural,Facebook,140,18,16,82,Evening,5,5,Boredom,7,3,At work,Medium
26,Other,United States,62417,True,False,Rural,Instagram,194,18,48,86,Night,1,9,Procrastination,3,7,At work,Low
24,Male,India,27069,False,True,Rural,Facebook,262,9,31,10,Night,1,9,Habit,3,7,At home,Low
45,Female,India,62359,True,True,Rural,Instagram,295,2,34,33,Night,1,9,Habit,3,7,At home,Low
31,Male,Pakistan,39799,False,True,Rural,YouTube,71,8,1,7,Evening,5,5,Procrastination,7,3,At home,Medium
48,Female,Japan,90188,True,True,Rural,YouTube,12,2,18,3,Night,1,9,Boredom,3,7,At home,Low
36,Female,India,27597,False,False,Urban,TikTok,77,11,40,14,Afternoon,4,6,Boredom,6,4,At school,Medium
64,Male,Germany,67093,True,True,Rural,TikTok,34,7,43,44,Night,1,9,Entertainment,3,7,At work,Low
33,Female,India,57226,True,False,Rural,Facebook,188,6,15,46,Afternoon,4,6,Habit,6,4,At school,Medium
22,Male,Philippines,92127,True,True,Rural,YouTube,150,10,48,61,Evening,5,5,Habit,7,3,At school,Medium
52,Other,Mexico,97362,True,False,Rural,YouTube,240,5,49,36,Evening,5,5,Habit,7,3,At work,Medium
29,Male,Japan,46417,False,True,Rural,TikTok,172,11,17,13,Evening,5,5,Entertainment,7,3,At work,Medium
42,Male,Brazil,38693,False,False,Rural,Instagram,139,1,44,16,Evening,5,5,Boredom,7,3,At home,Medium
38,Male,India,99674,True,True,Rural,Facebook,255,2,10,80,Night,1,9,Procrastination,3,7,At school,Low
53,Other,Japan,73161,True,False,Rural,Facebook,181,1,20,5,Morning,7,3,Boredom,9,1,At school,High
40,Female,India,22169,False,True,Rural,TikTok,73,19,6,89,Night,1,9,Habit,3,7,At school,Low
33,Male,United States,42052,False,False,Rural,YouTube,40,2,8,38,Evening,5,5,Habit,7,3,At home,Medium
56,Female,Japan,91849,True,True,Rural,TikTok,56,4,45,50,Morning,7,3,Entertainment,9,1,At work,High
62,Male,Vietnam,93851,True,False,Urban,TikTok,139,12,34,38,Night,1,9,Habit,3,7,At work,Low
59,Female,India,28036,False,True,Rural,TikTok,119,18,32,56,Evening,5,5,Entertainment,7,3,At work,Medium
56,Male,Brazil,51778,True,False,Rural,TikTok,78,1,42,63,Evening,5,5,Habit,7,3,At work,Medium
31,Male,Vietnam,47734,False,True,Urban,Instagram,67,1,4,48,Night,1,9,Boredom,3,7,At home,Low
48,Female,India,43173,False,False,Rural,Instagram,115,14,44,90,Night,1,9,Boredom,3,7,At home,Low
22,Male,United States,50403,True,True,Rural,YouTube,265,4,39,59,Evening,5,5,Habit,7,3,At home,Medium
52,Other,United States,86321,True,True,Rural,TikTok,180,5,20,77,Night,1,9,Entertainment,3,7,At work,Low
40,Male,Brazil,91675,True,True,Rural,Instagram,171,11,24,44,Afternoon,4,6,Boredom,6,4,At home,Medium
46,Male,Mexico,26344,False,True,Rural,YouTube,295,13,24,90,Evening,5,5,Entertainment,7,3,At work,Medium
60,Other,India,38800,False,False,Urban,TikTok,80,16,26,55,Afternoon,4,6,Entertainment,6,4,At home,Medium
28,Male,United States,45372,False,True,Rural,Facebook,264,13,25,55,Night,1,9,Habit,3,7,At school,Low
35,Male,Brazil,81516,True,False,Rural,Instagram,64,2,36,1,Night,1,9,Boredom,3,7,At work,Low
64,Male,Vietnam,40538,False,True,Rural,YouTube,12,16,7,8,Afternoon,4,6,Boredom,6,4,At work,Medium
29,Female,United States,83918,True,False,Rural,Facebook,35,6,10,4,Night,1,9,Entertainment,3,7,At school,Low
26,Female,Philippines,34973,False,True,Rural,TikTok,135,14,47,85,Morning,7,3,Entertainment,9,1,At home,High
27,Male,United States,91155,True,False,Rural,TikTok,62,1,12,86,Morning,7,3,Boredom,9,1,At home,High
61,Male,United States,79500,True,True,Urban,TikTok,207,17,1,53,Night,1,9,Habit,3,7,At home,Low
34,Male,Vietnam,56575,True,False,Urban,Instagram,197,11,25,58,Evening,5,5,Procrastination,7,3,At school,Medium
55,Female,Indonesia,62261,True,True,Rural,YouTube,195,19,16,37,Night,1,9,Entertainment,3,7,At work,Low
24,Male,Brazil,47716,False,False,Rural,Facebook,213,3,5,49,Evening,5,5,Habit,7,3,At home,Medium
63,Female,India,23236,False,True,Rural,YouTube,20,11,19,67,Evening,5,5,Entertainment,7,3,At home,Medium
30,Female,United States,35848,False,False,Rural,Instagram,155,5,4,19,Morning,7,3,Entertainment,9,1,At work,High
57,Other,United States,22352,False,True,Rural,YouTube,94,17,6,1,Night,1,9,Entertainment,3,7,At school,Low
59,Male,Philippines,21932,False,False,Rural,Instagram,109,7,26,29,Night,1,9,Boredom,3,7,At work,Low
26,Male,India,96449,True,True,Rural,TikTok,113,10,49,87,Evening,5,5,Boredom,7,3,At school,Medium
44,Male,Brazil,28556,False,False,Rural,Facebook,55,11,39,33,Afternoon,4,6,Habit,6,4,At work,Medium
19,Other,Germany,25498,False,True,Rural,TikTok,53,3,39,52,Morning,7,3,Entertainment,9,1,At school,High
22,Male,Vietnam,96118,True,True,Rural,YouTube,287,10,9,41,Afternoon,4,6,Entertainment,6,4,At work,Medium
46,Male,Indonesia,70098,True,True,Rural,TikTok,190,10,45,23,Afternoon,4,6,Entertainment,6,4,At home,Medium
54,Male,Brazil,84386,True,True,Rural,Facebook,196,14,14,5,Evening,5,5,Procrastination,7,3,At home,Medium
55,Male,United States,29569,False,False,Urban,TikTok,123,12,48,71,Night,1,9,Procrastination,3,7,At school,Low
36,Female,Philippines,76882,True,True,Rural,Facebook,264,15,9,57,Evening,5,5,Habit,7,3,At work,Medium
25,Other,Indonesia,90393,True,False,Urban,Facebook,39,10,15,6,Evening,5,5,Habit,7,3,At home,Medium
62,Male,United States,20340,False,True,Urban,TikTok,273,10,37,49,Night,1,9,Entertainment,3,7,At home,Low
18,Female,Brazil,63949,True,False,Rural,Instagram,107,19,20,22,Evening,5,5,Entertainment,7,3,At work,Medium
39,Male,India,82443,True,True,Rural,YouTube,124,1,8,77,Night,1,9,Habit,3,7,At home,Low
34,Male,Germany,94027,True,False,Rural,Instagram,285,10,32,76,Evening,5,5,Entertainment,7,3,At school,Medium
24,Male,United States,20138,False,True,Rural,Instagram,290,2,47,4,Afternoon,4,6,Boredom,6,4,At home,Medium
42,Male,Indonesia,20358,False,False,Rural,TikTok,284,17,21,72,Night,1,9,Boredom,3,7,At home,Low
62,Female,Indonesia,95250,True,True,Urban,YouTube,270,7,41,64,Night,1,9,Boredom,3,7,At school,Low
21,Male,United States,50654,True,False,Rural,YouTube,216,7,19,37,Evening,5,5,Procrastination,7,3,At work,Medium
53,Male,Pakistan,45879,False,True,Rural,Instagram,220,9,29,31,Afternoon,4,6,Boredom,6,4,At home,Medium
23,Male,Brazil,75778,True,False,Rural,TikTok,224,2,31,37,Evening,5,5,Entertainment,7,3,At home,Medium
48,Male,Pakistan,57772,True,True,Rural,YouTube,49,14,6,45,Afternoon,4,6,Habit,6,4,At home,Medium
36,Female,Mexico,78478,True,False,Rural,Instagram,35,17,4,90,Morning,7,3,Boredom,9,1,At home,High
61,Female,Brazil,84353,True,True,Urban,YouTube,36,1,43,8,Evening,5,5,Boredom,7,3,At home,Medium
56,Female,United States,46762,False,False,Rural,TikTok,199,9,29,40,Morning,7,3,Entertainment,9,1,At home,High
44,Male,India,33283,False,True,Urban,TikTok,92,19,42,97,Afternoon,4,6,Habit,6,4,At school,Medium
27,Male,Philippines,83922,True,True,Rural,TikTok,179,4,3,93,Afternoon,4,6,Entertainment,6,4,At home,Medium
43,Male,United States,59420,True,True,Urban,YouTube,176,8,1,5,Evening,5,5,Habit,7,3,At school,Medium
36,Male,Pakistan,75568,True,True,Rural,Facebook,197,13,44,28,Evening,5,5,Habit,7,3,At school,Medium
56,Male,India,40219,False,False,Rural,YouTube,178,4,15,81,Evening,5,5,Boredom,7,3,At work,Medium
20,Female,Philippines,77169,True,True,Rural,Facebook,298,9,47,87,Night,1,9,Habit,3,7,At work,Low
62,Female,United States,94965,True,False,Rural,TikTok,238,9,21,9,Night,1,9,Habit,3,7,At work,Low
30,Other,United States,66840,True,True,Rural,Instagram,106,18,46,2,Afternoon,4,6,Habit,6,4,At school,Medium
45,Male,India,64695,True,False,Rural,Facebook,25,12,31,63,Afternoon,4,6,Procrastination,6,4,At work,Medium
37,Male,United States,97988,True,True,Rural,TikTok,288,10,7,96,Evening,5,5,Habit,7,3,At school,Medium
45,Female,Philippines,78342,True,False,Rural,TikTok,144,11,17,51,Evening,5,5,Habit,7,3,At home,Medium
25,Female,United States,38951,False,True,Rural,Facebook,35,7,19,31,Evening,5,5,Boredom,7,3,At home,Medium
58,Other,India,21307,False,False,Rural,Instagram,21,9,39,7,Evening,5,5,Procrastination,7,3,At work,Medium
56,Male,India,55428,True,True,Rural,TikTok,81,6,3,30,Afternoon,4,6,Entertainment,6,4,At school,Medium
18,Female,India,95774,True,False,Rural,Facebook,142,19,30,58,Night,1,9,Boredom,3,7,At home,Low
20,Male,Vietnam,58975,True,True,Urban,Instagram,115,16,35,3,Evening,5,5,Boredom,7,3,At work,Medium
30,Female,Germany,21140,False,False,Rural,Instagram,229,15,29,51,Night,1,9,Habit,3,7,At school,Low
45,Male,United States,44842,False,True,Rural,TikTok,186,7,14,56,Night,1,9,Entertainment,3,7,Commuting,Low
42,Male,United States,46421,False,False,Rural,YouTube,291,16,35,73,Afternoon,4,6,Entertainment,6,4,At work,Medium
50,Male,Brazil,21708,False,True,Rural,YouTube,142,5,28,10,Evening,5,5,Habit,7,3,At home,Medium
55,Female,United States,23630,False,False,Urban,TikTok,31,16,30,61,Night,1,9,Boredom,3,7,Commuting,Low
23,Male,Pakistan,39595,False,True,Rural,Instagram,278,1,26,50,Night,1,9,Habit,3,7,At home,Low
61,Other,United States,96021,True,True,Rural,TikTok,170,19,7,47,Night,1,9,Boredom,3,7,At school,Low
62,Male,India,48308,False,True,Rural,Facebook,116,5,39,90,Afternoon,4,6,Procrastination,6,4,At home,Medium
49,Male,United States,64789,True,True,Rural,YouTube,288,7,31,1,Night,1,9,Boredom,3,7,At home,Low
62,Female,Vietnam,75690,True,False,Rural,Facebook,244,19,5,94,Evening,5,5,Procrastination,7,3,At school,Medium
64,Male,India,46086,False,True,Rural,TikTok,27,5,35,57,Evening,5,5,Procrastination,7,3,At home,Medium
38,Female,Mexico,36859,False,False,Rural,TikTok,251,17,47,38,Night,1,9,Habit,3,7,At work,Low
33,Male,India,27684,False,True,Rural,Instagram,126,8,14,62,Afternoon,4,6,Habit,6,4,At home,Medium
38,Male,Japan,21207,False,False,Rural,Instagram,295,1,36,79,Night,1,9,Habit,3,7,At school,Low
28,Male,Philippines,66099,True,True,Rural,Instagram,291,2,27,89,Evening,5,5,Procrastination,7,3,Commuting,Medium
54,Male,United States,87496,True,False,Rural,Facebook,153,15,24,70,Afternoon,4,6,Procrastination,6,4,At work,Medium
53,Other,Philippines,86093,True,True,Rural,Instagram,214,18,40,82,Evening,5,5,Boredom,7,3,At school,Medium
52,Male,Indonesia,49689,False,False,Rural,TikTok,48,11,29,65,Afternoon,4,6,Entertainment,6,4,At work,Medium
36,Female,Pakistan,68651,True,True,Urban,Instagram,163,10,45,62,Afternoon,4,6,Habit,6,4,At work,Medium
37,Male,United States,33893,False,False,Urban,YouTube,185,4,22,56,Night,1,9,Entertainment,3,7,Commuting,Low
35,Male,Pakistan,86418,True,True,Urban,Instagram,250,5,8,67,Morning,7,3,Entertainment,9,1,At home,High
64,Male,Philippines,80011,True,False,Urban,Facebook,143,4,15,17,Night,1,9,Entertainment,3,7,At school,Low
58,Male,India,58635,True,True,Rural,YouTube,55,13,49,8,Night,1,9,Habit,3,7,At school,Low
31,Male,Japan,76115,True,False,Rural,YouTube,59,13,5,60,Morning,7,3,Entertainment,9,1,At school,High
32,Male,India,98405,True,True,Rural,YouTube,175,18,4,40,Evening,5,5,Habit,7,3,At work,Medium
48,Male,Mexico,92702,True,False,Rural,Facebook,115,2,11,81,Night,1,9,Habit,3,7,At work,Low
18,Male,Japan,98518,True,True,Rural,TikTok,225,16,18,89,Morning,7,3,Procrastination,9,1,At work,High
20,Male,Japan,92805,True,True,Rural,Instagram,155,1,42,62,Night,1,9,Entertainment,3,7,At school,Low
33,Female,India,78954,True,True,Rural,YouTube,81,19,49,41,Night,1,9,Boredom,3,7,Commuting,Low
40,Female,India,48064,False,True,Rural,YouTube,282,9,30,12,Morning,7,3,Boredom,9,1,At school,High
28,Male,Vietnam,99063,True,False,Rural,YouTube,256,3,15,93,Afternoon,4,6,Entertainment,6,4,At work,Medium
29,Other,Philippines,22454,False,True,Urban,TikTok,195,7,6,89,Night,1,9,Habit,3,7,At home,Low
27,Female,India,40878,False,False,Rural,TikTok,79,10,16,54,Evening,5,5,Habit,7,3,Commuting,Medium
49,Male,Pakistan,71098,True,True,Rural,Facebook,159,1,47,89,Afternoon,4,6,Habit,6,4,At school,Medium
33,Male,India,82154,True,False,Rural,TikTok,255,10,40,93,Morning,7,3,Boredom,9,1,At work,High
25,Male,Pakistan,32991,False,True,Urban,Instagram,271,9,9,11,Evening,5,5,Habit,7,3,At school,Medium
55,Female,Vietnam,88344,True,False,Rural,Facebook,35,15,43,60,Night,1,9,Boredom,3,7,At work,Low
29,Male,Mexico,56593,True,True,Rural,Facebook,149,15,34,68,Evening,5,5,Habit,7,3,At school,Medium
41,Male,United States,56304,True,False,Rural,Instagram,108,3,27,78,Night,1,9,Procrastination,3,7,Commuting,Low
45,Female,Vietnam,50386,True,True,Rural,Instagram,287,5,13,46,Evening,5,5,Procrastination,7,3,At home,Medium
25,Female,Germany,75220,True,False,Rural,Instagram,60,9,36,38,Evening,5,5,Boredom,7,3,At home,Medium
45,Male,Brazil,89338,True,True,Rural,Facebook,160,9,27,61,Night,1,9,Procrastination,3,7,At home,Low
53,Male,India,41083,False,False,Urban,Facebook,113,7,9,17,Morning,7,3,Boredom,9,1,At work,High
43,Other,Mexico,38354,False,True,Rural,Facebook,98,12,5,66,Night,1,9,Boredom,3,7,At home,Low
25,Female,Germany,42190,False,False,Rural,Instagram,150,9,22,72,Afternoon,4,6,Entertainment,6,4,At home,Medium
45,Female,Indonesia,26142,False,True,Rural,Instagram,222,6,31,36,Evening,5,5,Boredom,7,3,At home,Medium
45,Female,Mexico,48398,False,False,Urban,YouTube,242,2,3,74,Night,1,9,Entertainment,3,7,At work,Low
54,Other,India,71971,True,True,Urban,TikTok,192,9,30,7,Evening,5,5,Entertainment,7,3,At home,Medium
58,Male,India,61862,True,True,Rural,YouTube,260,17,21,16,Afternoon,4,6,Entertainment,6,4,At work,Medium
53,Male,Vietnam,73410,True,True,Rural,Instagram,18,1,35,14,Evening,5,5,Boredom,7,3,Commuting,Medium
44,Female,Brazil,39503,False,True,Rural,Facebook,88,19,6,80,Evening,5,5,Boredom,7,3,At school,Medium
34,Female,Mexico,68456,True,False,Urban,Instagram,61,6,28,25,Afternoon,4,6,Procrastination,6,4,At home,Medium
26,Male,Philippines,28016,False,True,Urban,TikTok,278,5,32,4,Night,1,9,Boredom,3,7,At home,Low
50,Other,India,22384,False,False,Rural,YouTube,235,2,42,29,Evening,5,5,Entertainment,7,3,At home,Medium
37,Male,United States,82320,True,True,Rural,YouTube,60,9,37,56,Night,1,9,Boredom,3,7,At school,Low
30,Male,Vietnam,35072,False,False,Urban,Facebook,195,14,25,6,Night,1,9,Habit,3,7,At home,Low
45,Male,India,60510,True,True,Rural,YouTube,43,4,32,1,Evening,5,5,Habit,7,3,At home,Medium
46,Male,Brazil,68933,True,False,Rural,YouTube,239,4,35,39,Evening,5,5,Habit,7,3,At school,Medium
30,Female,United States,41826,False,True,Urban,Instagram,140,15,22,1,Evening,5,5,Habit,7,3,At home,Medium
63,Female,Mexico,88026,True,False,Rural,YouTube,129,8,24,63,Night,1,9,Procrastination,3,7,At home,Low
52,Male,Philippines,45518,False,True,Rural,YouTube,256,4,39,57,Night,1,9,Boredom,3,7,At home,Low
23,Male,Mexico,44045,False,False,Rural,YouTube,201,16,30,67,Afternoon,4,6,Procrastination,6,4,At school,Medium
35,Other,Japan,70876,True,True,Rural,Facebook,219,4,32,65,Evening,5,5,Entertainment,7,3,At home,Medium
22,Male,Brazil,71919,True,False,Rural,Facebook,112,16,31,65,Evening,5,5,Habit,7,3,At work,Medium
64,Other,Germany,47103,False,True,Rural,Instagram,142,12,23,21,Night,1,9,Entertainment,3,7,At home,Low
42,Female,India,56188,True,False,Rural,YouTube,148,16,40,30,Morning,7,3,Boredom,9,1,At school,High
19,Male,Philippines,25845,False,True,Rural,Facebook,130,19,33,96,Evening,5,5,Entertainment,7,3,At home,Medium
27,Female,India,56674,True,False,Rural,Facebook,103,8,25,33,Night,1,9,Habit,3,7,At school,Low
47,Female,Mexico,39337,False,True,Rural,Instagram,138,6,36,48,Morning,7,3,Procrastination,9,1,At home,High
62,Female,India,42313,False,True,Rural,TikTok,100,10,24,22,Evening,5,5,Boredom,7,3,At school,Medium
22,Other,Mexico,46943,False,True,Urban,YouTube,101,5,31,94,Afternoon,4,6,Entertainment,6,4,At home,Medium
50,Male,India,97949,True,True,Urban,Facebook,72,18,39,54,Evening,5,5,Entertainment,7,3,Commuting,Medium
18,Male,United States,20276,False,False,Rural,Instagram,38,10,46,4,Afternoon,4,6,Boredom,6,4,At work,Medium
35,Other,United States,71151,True,True,Rural,Instagram,219,10,13,87,Afternoon,4,6,Boredom,6,4,At home,Medium
49,Female,United States,37611,False,False,Urban,Instagram,21,7,10,55,Afternoon,4,6,Boredom,6,4,At school,Medium
64,Female,Mexico,31944,False,True,Rural,Facebook,139,18,23,44,Evening,5,5,Procrastination,7,3,At school,Medium
28,Female,Pakistan,72887,True,False,Rural,YouTube,182,1,18,89,Evening,5,5,Entertainment,7,3,At school,Medium
38,Female,United States,69847,True,True,Rural,TikTok,217,7,32,12,Night,1,9,Habit,3,7,At home,Low
43,Female,Germany,78653,True,False,Rural,YouTube,33,1,33,81,Afternoon,4,6,Habit,6,4,Commuting,Medium
42,Male,United States,76622,True,True,Rural,Instagram,108,15,36,79,Afternoon,4,6,Habit,6,4,At home,Medium
